time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,3451242,3501299.95,3517364.66,0,0.00,0.00,1,0
1.500,0,0.00,0.00,1219880,641167.37,813292.57,2,0
2.000,6965941,3533575.00,3515836.82,0,0.00,0.00,1,0
2.500,0,0.00,0.00,2043790,636942.58,817539.72,2,0
3.000,10476546,3512173.36,3514205.67,0,0.00,0.00,1,0
3.500,0,0.00,0.00,2867697,645161.30,819359.05,2,0
4.000,13985104,3501839.02,3512824.99,0,0.00,0.00,1,0
4.500,0,0.00,0.00,3691345,636942.77,820312.01,2,0
5.000,17493662,3503157.46,3511803.92,0,0.00,0.00,1,0
5.500,0,0.00,0.00,4515261,1226993.83,820967.31,2,0
6.001,21000173,3522144.60,3510793.91,0,0.00,0.00,1,0
6.500,0,0.00,0.00,5339177,2739725.99,821420.97,2,0
7.000,24504637,3485857.33,3509924.90,0,0.00,0.00,1,0
7.500,0,0.00,0.00,6163091,1818181.50,821753.45,2,0
8.000,28009101,3534246.10,3509227.62,0,0.00,0.00,1,0
8.500,0,0.00,0.00,6987007,1250000.07,822007.81,2,0
9.000,31513565,3492637.65,3508727.34,0,0.00,0.00,1,0
9.500,0,0.00,0.00,7810921,384615.35,822208.47,2,0
10.000,35015982,3526088.23,3508195.21,0,0.00,0.00,1,0
10.500,0,0.00,0.00,8634838,1273885.54,822371.13,2,0
11.000,38518399,3479753.85,3507673.20,0,0.00,0.00,1,0
11.500,0,0.00,0.00,9458753,729927.09,822505.41,2,0
12.001,42022863,3502198.50,3507274.39,0,0.00,0.00,1,0
12.500,0,0.00,0.00,10282667,1273885.17,822618.15,2,0
13.001,45525280,3487460.82,3506896.62,0,0.00,0.00,1,0
13.500,0,0.00,0.00,11106584,1265822.69,822714.29,2,0
14.000,49025650,3487876.78,3506554.84,0,0.00,0.00,1,0
14.500,0,0.00,0.00,11930498,1257861.63,822797.09,2,0
15.000,52528067,3509884.95,3506225.15,0,0.00,0.00,1,0
15.500,0,0.00,0.00,12754413,1923077.08,822869.21,2,0
16.000,56030484,3519177.54,3505950.14,0,0.00,0.00,1,0
