time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,4538199,4624421.10,4637446.05,0,0.00,0.00,1,0
1.500,0,0.00,0.00,1772919,1250000.07,1182001.59,2,0
2.000,9168513,4623063.37,4633547.90,0,0.00,0.00,1,0
2.500,0,0.00,0.00,2972489,1754385.86,1189029.22,2,0
3.000,13792686,4626197.79,4630245.31,0,0.00,0.00,1,0
3.500,0,0.00,0.00,4172043,1257861.63,1192036.23,2,0
4.000,18410718,4617119.65,4627392.53,0,0.00,0.00,1,0
4.500,0,0.00,0.00,5371613,1226993.83,1193710.48,2,0
5.000,23026703,4572258.21,4624911.64,0,0.00,0.00,1,0
5.500,0,0.00,0.00,6571182,381679.38,1194775.52,2,0
6.000,27640641,4628394.42,4623100.02,0,0.00,0.00,1,0
6.500,0,0.00,0.00,7770753,1190476.21,1195513.46,2,0
7.000,32252532,4619828.93,4621353.24,0,0.00,0.00,1,0
7.500,0,0.00,0.00,8970317,1249999.72,1196053.59,2,0
8.000,36862376,4625675.10,4620136.92,0,0.00,0.00,1,0
8.500,0,0.00,0.00,10169872,1265822.69,1196465.52,2,0
9.000,41476314,4617015.52,4619306.32,0,0.00,0.00,1,0
9.500,0,0.00,0.00,11369410,1851851.16,1196789.00,2,0
10.000,46088205,4614829.68,4618542.20,0,0.00,0.00,1,0
10.500,0,0.00,0.00,12568982,1282051.01,1197053.90,2,0
11.000,50698049,4632269.74,4617812.36,0,0.00,0.00,1,0
11.500,0,0.00,0.00,13768551,645161.30,1197272.68,2,0
12.000,55307893,4583417.30,4617123.77,0,0.00,0.00,1,0
12.500,0,0.00,0.00,14968121,1754386.32,1197456.51,2,0
13.000,59915690,4632374.57,4616478.16,0,0.00,0.00,1,0
13.500,0,0.00,0.00,16167687,1282051.01,1197612.79,2,0
14.000,64523487,4609529.82,4615876.05,0,0.00,0.00,1,0
14.500,0,0.00,0.00,17367256,775193.80,1197747.56,2,0
15.000,69131284,4614309.54,4615330.43,0,0.00,0.00,1,0
15.500,0,0.00,0.00,18566748,1282051.01,1197860.16,2,0
16.000,73741128,4630907.40,4614985.13,0,0.00,0.00,1,0
16.500,0,0.00,0.00,19766317,1388888.66,1197963.78,2,0
17.000,78350972,4599069.85,4614603.34,0,0.00,0.00,1,0
17.500,0,0.00,0.00,20965888,1183431.73,1198055.55,2,0
18.000,82954675,4608907.10,4614054.89,0,0.00,0.00,1,0
18.500,0,0.00,0.00,22165459,1257861.63,1198137.47,2,0
19.000,87560425,4612334.11,4613546.32,0,0.00,0.00,1,0
19.500,0,0.00,0.00,23365027,1754386.32,1198210.91,2,0
20.000,92164128,4617744.59,4613083.24,0,0.00,0.00,1,0
20.500,0,0.00,0.00,24564598,1924352.70,1198277.25,2,0
21.000,96769878,4617119.66,4612706.41,0,0.00,0.00,1,0
21.500,0,0.00,0.00,25763628,641025.69,1198312.24,2,0
22.000,101373581,4586395.41,4612350.47,0,0.00,0.00,1,0
22.500,0,0.00,0.00,26963199,1807229.21,1198368.18,2,0
23.000,105977284,4592569.33,4611993.46,0,0.00,0.00,1,0
23.500,0,0.00,0.00,28162769,1190476.21,1198419.33,2,0
24.000,110580987,4608077.08,4611654.23,0,0.00,0.00,1,0
24.500,0,0.00,0.00,29362339,1840880.04,1198466.29,2,0
25.000,115184690,4622541.38,4611336.53,0,0.00,0.00,1,0
25.500,0,0.00,0.00,30561910,1132075.40,1198509.61,2,0
26.000,119790440,4614101.52,4611063.85,0,0.00,0.00,1,0
26.500,0,0.00,0.00,31761480,1785714.32,1198549.64,2,0
27.000,124394143,4589068.74,4610771.64,0,0.00,0.00,1,0
27.500,0,0.00,0.00,32961050,1266098.91,1198586.74,2,0
28.000,128995799,4608077.08,4610486.44,0,0.00,0.00,1,0
28.500,0,0.00,0.00,34160621,628930.81,1198621.24,2,0
29.000,133599502,4592157.21,4610231.85,0,0.00,0.00,1,0
29.500,0,0.00,0.00,35360190,645161.30,1198653.41,2,0
30.000,138203205,4585470.75,4609999.59,0,0.00,0.00,1,0
30.500,0,0.00,0.00,36559761,653594.88,1198683.47,2,0
31.000,142806908,4608492.06,4609803.94,0,0.00,0.00,1,0
31.500,0,0.00,0.00,37759330,1785714.32,1198711.61,2,0
32.000,147408564,4605588.80,4609584.61,0,0.00,0.00,1,0
32.500,0,0.00,0.00,38958902,602534.85,1198738.03,2,0
33.000,152014314,4601964.89,4609426.67,0,0.00,0.00,1,0
33.500,0,0.00,0.00,40158471,636942.77,1198762.88,2,0
34.000,156620064,4616494.89,4609337.60,0,0.00,0.00,1,0
34.500,0,0.00,0.00,41358044,1140684.44,1198786.30,2,0
35.000,161223767,4591539.19,4609206.85,0,0.00,0.00,1,0
35.500,0,0.00,0.00,42557613,1265822.69,1198808.39,2,0
36.000,165827470,4597520.44,4609044.47,0,0.00,0.00,1,0
36.500,0,0.00,0.00,43757182,1127819.71,1198829.25,2,0
37.000,170431173,4599586.55,4608897.07,0,0.00,0.00,1,0
37.500,0,0.00,0.00,44956753,1149425.43,1198849.01,2,0
38.000,175032829,4591539.19,4608720.65,0,0.00,0.00,1,0
38.500,0,0.00,0.00,46156323,3389829.78,1198867.76,2,0
39.000,179636532,4608492.05,4608555.60,0,0.00,0.00,1,0
39.500,0,0.00,0.00,47355893,641025.51,1198885.51,2,0
40.000,184238188,4597313.93,4608392.15,0,0.00,0.00,1,0
40.500,0,0.00,0.00,48555463,649350.61,1198902.42,2,0
41.000,188839844,4588657.25,4608247.21,0,0.00,0.00,1,0
41.500,0,0.00,0.00,49754214,1851852.72,1198898.78,2,0
42.000,193441500,4590097.77,4608080.77,0,0.00,0.00,1,0
42.500,0,0.00,0.00,50953785,1724479.76,1198914.60,2,0
43.000,198045203,4622645.77,4607969.55,0,0.00,0.00,1,0
43.500,0,0.00,0.00,52153355,1265822.69,1198929.67,2,0
44.000,202646859,4610671.89,4607829.28,0,0.00,0.00,1,0
44.500,0,0.00,0.00,53352926,1123595.52,1198944.06,2,0
45.000,207248515,4590509.50,4607682.54,0,0.00,0.00,1,0
45.500,0,0.00,0.00,54552496,1851852.20,1198957.82,2,0
46.000,211850171,4608907.10,4607570.38,0,0.00,0.00,1,0
46.500,0,0.00,0.00,55752066,574712.56,1198970.96,2,0
47.000,216453874,4624839.02,4607460.99,0,0.00,0.00,1,0
47.500,0,0.00,0.00,56951635,649350.61,1198983.59,2,0
48.000,221055530,4600103.37,4607359.32,0,0.00,0.00,1,0
48.500,0,0.00,0.00,58151205,1257861.63,1198995.68,2,0
49.000,225659233,4599896.63,4607273.30,0,0.00,0.00,1,0
49.500,0,0.00,0.00,59350776,641025.51,1199007.28,2,0
50.000,230262936,4631326.50,4607192.03,0,0.00,0.00,1,0
50.500,0,0.00,0.00,60550347,1132075.40,1199018.44,2,0
51.000,234864592,4623689.92,4607100.63,0,0.00,0.00,1,0
51.500,0,0.00,0.00,61749916,1273885.54,1199029.16,2,0
52.000,239466248,4624421.10,4606999.36,0,0.00,0.00,1,0
52.500,0,0.00,0.00,62949485,1923077.08,1199039.44,2,0
53.000,244067904,4630278.90,4606914.31,0,0.00,0.00,1,0
53.500,0,0.00,0.00,64149058,1111111.07,1199049.38,2,0
54.000,248671607,4594734.12,4606841.52,0,0.00,0.00,1,0
54.500,0,0.00,0.00,65348626,1612903.33,1199058.93,2,0
55.000,253275310,4588862.98,4606770.27,0,0.00,0.00,1,0
55.500,0,0.00,0.00,66548197,1226993.83,1199068.15,2,0
56.000,257876966,4586292.65,4606689.44,0,0.00,0.00,1,0
56.500,0,0.00,0.00,67747768,1724137.69,1199077.03,2,0
57.000,262480669,4599689.91,4606642.73,0,0.00,0.00,1,0
57.500,0,0.00,0.00,68947337,633049.45,1199085.60,2,0
58.000,267084372,4616286.68,4606582.81,0,0.00,0.00,1,0
58.500,0,0.00,0.00,70146907,613497.09,1199093.89,2,0
59.000,271688075,4589583.19,4606528.19,0,0.00,0.00,1,0
59.500,0,0.00,0.00,71346479,1258134.38,1199101.91,2,0
60.000,276289731,4625779.63,4606452.37,0,0.00,0.00,1,0
