time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,15972741,15969730.06,16021763.59,0,0.00,0.00,1,0
1.500,0,0.00,0.00,12566185,10000000.34,8377869.14,2,0
2.000,31974140,16041062.62,16011767.75,0,0.00,0.00,1,0
2.500,0,0.00,0.00,21024956,10738255.53,8410231.01,2,0
3.000,47985774,16078862.63,16011278.99,0,0.00,0.00,1,0
3.500,0,0.00,0.00,29486781,12222221.79,8424971.25,2,0
4.000,63970797,15947335.62,16004785.58,0,0.00,0.00,1,0
4.500,0,0.00,0.00,37948617,14184396.20,8433165.56,2,0
5.000,80000854,16058680.50,16009680.23,0,0.00,0.00,1,0
5.500,0,0.00,0.00,46410450,12396693.70,8438375.94,2,0
6.000,95998159,16007194.27,16007835.85,0,0.00,0.00,1,0
6.500,0,0.00,0.00,54872275,12987013.55,8441984.28,2,0
7.000,111995464,15992187.51,16006231.36,0,0.00,0.00,1,0
7.500,0,0.00,0.00,63334106,11888110.96,8444630.72,2,0
8.000,128003004,15999687.34,16006469.30,0,0.00,0.00,1,0
8.500,0,0.00,0.00,71795937,1796407.35,8446654.10,2,0
9.000,144028967,16038548.94,16008564.86,0,0.00,0.00,1,0
9.500,0,0.00,0.00,80257766,6569342.76,8448251.37,2,0
10.000,160052883,15988440.20,16010179.33,0,0.00,0.00,1,0
10.500,0,0.00,0.00,88719597,6153846.65,8449545.34,2,0
11.000,176078846,15964748.08,16011617.55,0,0.00,0.00,1,0
11.500,0,0.00,0.00,97181440,8064516.24,8450613.27,2,0
12.000,192106856,16137169.88,16012978.57,0,0.00,0.00,1,0
12.500,0,0.00,0.00,105608853,18103448.11,8448758.51,2,0
13.000,208130772,16052383.94,16013762.60,0,0.00,0.00,1,0
13.500,0,0.00,0.00,114070664,4001379.73,8449725.51,2,0
14.000,224142406,15922526.46,16013658.96,0,0.00,0.00,1,0
14.500,0,0.00,0.00,122532502,2890173.21,8450560.72,2,0
15.000,240164275,16051125.21,16014134.72,0,0.00,0.00,1,0
15.500,0,0.00,0.00,130994343,4326923.43,8451288.37,2,0
16.000,256157486,15980950.88,16012930.45,0,0.00,0.00,1,0
16.500,0,0.00,0.00,139456183,6060605.43,8451928.09,2,0
17.000,272183449,16095298.01,16013694.43,0,0.00,0.00,1,0
17.500,0,0.00,0.00,147918026,13168724.31,8452493.62,2,0
18.000,288199177,16005942.59,16013807.23,0,0.00,0.00,1,0
18.500,0,0.00,0.00,156379839,12504145.40,8452998.21,2,0
19.000,304225140,16080125.68,16014356.23,0,0.00,0.00,1,0
19.500,0,0.00,0.00,164841677,6572770.00,8453451.42,2,0
20.000,320214257,16080125.68,16013183.27,0,0.00,0.00,1,0
20.500,0,0.00,0.00,173303499,5333333.14,8453860.02,2,0
21.000,336221797,16081388.97,16012868.68,0,0.00,0.00,1,0
21.500,0,0.00,0.00,181765337,3645833.03,8454231.03,2,0
22.000,352247760,16056161.29,16013445.18,0,0.00,0.00,1,0
22.500,0,0.00,0.00,190226210,8968609.61,8454526.02,2,0
23.000,368273723,15944851.23,16014035.02,0,0.00,0.00,1,0
23.500,0,0.00,0.00,198688037,14285715.84,8454836.91,2,0
24.000,384281263,15994686.68,16013724.84,0,0.00,0.00,1,0
24.500,0,0.00,0.00,207149868,8623253.70,8455122.34,2,0
25.000,400299038,16031012.61,16013930.39,0,0.00,0.00,1,0
25.500,0,0.00,0.00,215611692,2409638.62,8455385.24,2,0
26.000,416284061,15895325.38,16012806.34,0,0.00,0.00,1,0
26.500,0,0.00,0.00,224073537,7440136.43,8455628.75,2,0
27.000,432303883,15948578.10,16013045.14,0,0.00,0.00,1,0
27.500,0,0.00,0.00,232523967,1851851.94,8455439.85,2,0
28.000,448329846,16134625.99,16013541.70,0,0.00,0.00,1,0
28.500,0,0.00,0.00,240985815,11458332.39,8455664.60,2,0
29.000,464314869,15998436.89,16012537.27,0,0.00,0.00,1,0
29.500,0,0.00,0.00,249447649,8791209.51,8455873.78,2,0
30.000,480324456,16213861.39,16012447.50,0,0.00,0.00,1,0
30.500,0,0.00,0.00,257909464,5084746.63,8456068.65,2,0
31.000,496336090,16015961.21,16012434.86,0,0.00,0.00,1,0
31.500,0,0.00,0.00,266371305,9657321.08,8456251.86,2,0
32.000,512362053,15978456.00,16012843.52,0,0.00,0.00,1,0
32.500,0,0.00,0.00,274833151,13366336.56,8456423.70,2,0
33.000,528369593,16142260.08,16012697.14,0,0.00,0.00,1,0
33.500,0,0.00,0.00,283293788,14110429.08,8456549.55,2,0
34.000,544397603,15874369.90,16013096.95,0,0.00,0.00,1,0
34.500,0,0.00,0.00,291755614,13684211.13,8456702.58,2,0
35.000,560380579,15937402.68,16012252.50,0,0.00,0.00,1,0
35.500,0,0.00,0.00,300217441,10112360.57,8456847.10,2,0
36.000,576406542,16036036.04,16012656.68,0,0.00,0.00,1,0
36.500,0,0.00,0.00,308679295,14388488.39,8456984.12,2,0
37.000,592430458,15934921.40,16012950.28,0,0.00,0.00,1,0
37.500,0,0.00,0.00,317141115,6331878.05,8457113.22,2,0
38.000,608446186,15969730.06,16012999.57,0,0.00,0.00,1,0
38.500,0,0.00,0.00,325602957,11881188.06,8457235.74,2,0
39.000,624468055,15977208.87,16013234.13,0,0.00,0.00,1,0
39.500,0,0.00,0.00,334058583,7228916.86,8457195.23,2,0
40.000,640494018,16082652.42,16013583.30,0,0.00,0.00,1,0
40.500,0,0.00,0.00,342520420,7142858.44,8457309.81,2,0
41.000,656517934,16073812.33,16013800.17,0,0.00,0.00,1,0
41.500,0,0.00,0.00,350982248,10309278.63,8457418.79,2,0
42.000,672527521,16003439.90,16013712.02,0,0.00,0.00,1,0
42.500,0,0.00,0.00,359444077,1851851.94,8457522.47,2,0
43.000,688510497,16080125.68,16013019.39,0,0.00,0.00,1,0
43.500,0,0.00,0.00,367904074,5479451.97,8457579.42,2,0
44.000,704540554,15937402.68,16013365.97,0,0.00,0.00,1,0
44.500,0,0.00,0.00,376359741,9909909.15,8457536.44,2,0
45.000,720556282,16002188.89,16013453.06,0,0.00,0.00,1,0
45.500,0,0.00,0.00,384821593,10942249.26,8457630.97,2,0
46.000,736584292,16058680.47,16013754.70,0,0.00,0.00,1,0
46.500,0,0.00,0.00,393283418,13740457.85,8457721.36,2,0
47.000,752612302,16077599.77,16014051.92,0,0.00,0.00,1,0
47.500,0,0.00,0.00,401745244,1785714.32,8457807.83,2,0
48.000,768609607,15984694.65,16013693.70,0,0.00,0.00,1,0
48.500,0,0.00,0.00,410207077,5042016.18,8457890.74,2,0
49.000,784596677,16002188.89,16013179.73,0,0.00,0.00,1,0
49.500,0,0.00,0.00,418668908,3225806.26,8457970.44,2,0
50.000,800600123,15871908.21,16012981.85,0,0.00,0.00,1,0
50.500,0,0.00,0.00,427130752,7627118.47,8458047.14,2,0
51.000,816626086,16066242.84,16013234.76,0,0.00,0.00,1,0
51.500,0,0.00,0.00,435592596,5102040.91,8458120.67,2,0
52.000,832654096,16086443.99,16013521.77,0,0.00,0.00,1,0
52.500,0,0.00,0.00,444054417,5555555.36,8458191.36,2,0
53.000,848655495,16003439.93,16013295.93,0,0.00,0.00,1,0
53.500,0,0.00,0.00,452497155,10687022.77,8457902.39,2,0
54.000,864640518,16013455.36,16012765.02,0,0.00,0.00,1,0
54.500,0,0.00,0.00,460958988,15909091.99,8457974.53,2,0
55.000,880635776,16104161.72,16012452.88,0,0.00,0.00,1,0
55.500,0,0.00,0.00,469411636,9191176.09,8457878.32,2,0
56.000,896663786,16039805.67,16012734.86,0,0.00,0.00,1,0
56.500,0,0.00,0.00,477864516,4166665.99,8457790.19,2,0
57.000,912656997,15948578.13,16012373.64,0,0.00,0.00,1,0
57.500,0,0.00,0.00,486326369,10928961.91,8457860.83,2,0
58.000,928685007,16063721.26,16012644.11,0,0.00,0.00,1,0
58.500,0,0.00,0.00,494779428,10117646.88,8457778.73,2,0
59.000,944688453,15911387.50,16012477.71,0,0.00,0.00,1,0
59.500,0,0.00,0.00,503232565,5333333.14,8457700.77,2,0
60.000,960716463,16231861.09,16012739.21,0,0.00,0.00,1,0
