time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,16013681,16126999.15,16058251.32,0,0.00,0.00,1,0
1.500,0,0.00,0.00,6844022,12941174.86,4562902.21,2,0
2.000,32080584,16169036.34,16062277.00,0,0.00,0.00,1,0
2.500,0,0.00,0.00,11450804,8201893.00,4580452.80,2,0
3.000,48145440,16113035.26,16063035.25,0,0.00,0.00,1,0
3.500,0,0.00,0.00,16060172,2958579.72,4588714.73,2,0
4.000,64208249,15918811.75,16063132.40,0,0.00,0.00,1,0
4.500,0,0.00,0.00,20672135,3508772.65,4593881.52,2,0
5.000,80275152,16180539.09,16063961.42,0,0.00,0.00,1,0
5.500,0,0.00,0.00,25284790,12500000.03,4597295.00,2,0
6.000,96321585,16135897.85,16060905.96,0,0.00,0.00,1,0
6.500,0,0.00,0.00,29898252,386100.37,4599782.42,2,0
7.000,112380300,16025992.32,16060646.90,0,0.00,0.00,1,0
7.500,0,0.00,0.00,34508677,387596.90,4601201.07,2,0
8.000,128432874,16169036.34,16059773.35,0,0.00,0.00,1,0
8.500,0,0.00,0.00,39119811,525394.04,4602369.80,2,0
9.000,144491589,15948578.10,16059593.17,0,0.00,0.00,1,0
9.500,0,0.00,0.00,43733206,1204819.31,4603530.03,2,0
10.000,160554398,16208725.94,16059933.93,0,0.00,0.00,1,0
10.500,0,0.00,0.00,48332230,1132075.50,4603100.31,2,0
11.000,176600831,15938643.60,16058630.52,0,0.00,0.00,1,0
11.500,0,0.00,0.00,52942021,1724137.92,4603683.08,2,0
12.000,192665687,16158825.39,16059262.85,0,0.00,0.00,1,0
12.500,0,0.00,0.00,57554827,2824858.87,4604412.40,2,0
13.000,208734637,16052383.94,16059922.04,0,0.00,0.00,1,0
13.500,0,0.00,0.00,62167619,519031.14,4605032.93,2,0
14.000,224785164,16038548.94,16059256.46,0,0.00,0.00,1,0
14.500,0,0.00,0.00,66779714,299416.66,4605520.39,2,0
15.000,240847973,16097829.52,16059561.32,0,0.00,0.00,1,0
15.500,0,0.00,0.00,71394502,13930347.45,4606118.13,2,0
16.000,256898500,16134625.99,16058884.43,0,0.00,0.00,1,0
16.500,0,0.00,0.00,76009744,4390243.58,4606671.41,2,0
17.000,272938792,16109231.14,16057854.52,0,0.00,0.00,1,0
17.500,0,0.00,0.00,80624362,9703989.30,4607125.31,2,0
18.000,288989319,15974715.15,16057464.61,0,0.00,0.00,1,0
18.500,0,0.00,0.00,85239659,3749999.96,4607567.04,2,0
19.000,305056222,16032268.16,16057955.17,0,0.00,0.00,1,0
19.500,0,0.00,0.00,89852865,277034.78,4607856.42,2,0
20.000,321114937,16120648.92,16058003.76,0,0.00,0.00,1,0
20.500,0,0.00,0.00,94464419,9345793.93,4608036.65,2,0
21.000,337175699,16037292.38,16058138.15,0,0.00,0.00,1,0
21.500,0,0.00,0.00,99066507,1226993.83,4607760.06,2,0
22.000,353240555,16023483.39,16058392.64,0,0.00,0.00,1,0
22.500,0,0.00,0.00,103677744,9459460.68,4607914.54,2,0
23.000,369307458,16037292.40,16058786.10,0,0.00,0.00,1,0
23.500,0,0.00,0.00,108287491,1840491.01,4607992.61,2,0
24.000,385362079,15977208.87,16058631.10,0,0.00,0.00,1,0
24.500,0,0.00,0.00,112901606,3723404.00,4608242.21,2,0
25.000,401426935,15982198.63,16058853.76,0,0.00,0.00,1,0
25.500,0,0.00,0.00,117511258,2260327.29,4608297.50,2,0
26.000,417491791,16081388.97,16059066.50,0,0.00,0.00,1,0
26.500,0,0.00,0.00,122122752,7142857.28,4608418.36,2,0
27.000,433546412,16152450.10,16058955.90,0,0.00,0.00,1,0
27.500,0,0.00,0.00,126734939,5479451.97,4608555.33,2,0
28.000,449588751,16128269.75,16058336.48,0,0.00,0.00,1,0
28.500,0,0.00,0.00,131344277,3664921.39,4608582.67,2,0
