combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,task_clock,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
8,for_0_a_800,512,xdpdrv,0.0.0.255,60,0,58,1,0,63,1.438.919,1.009.644,206.002,7.908,269.402,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,256,xdpgeneric,0.0.0.255,60,0,72,1,0,62,1.771.438,1.001.005,203.260,7.629,267.346,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,14,1,0,63,892.718,1.022.316,208.294,7.193,272.745,26.446,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,22,1,0,62,954.009,1.007.326,204.951,8.063,269.006,17.653,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,18,1,0,62,922.682,1.003.766,203.935,8.027,268.002,19.536,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,64,xdpdrv,0.0.0.255,60,1,21,1,0,65,946.061,1.037.634,210.523,7.793,277.252,20.554,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,19,1,0,62,930.271,992.315,202.059,7.234,264.706,20.924,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,128,xdpdrv,0.0.0.255,60,0,97,1,0,64,1.143.996,1.026.266,208.116,8.104,273.809,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,28,1,0,65,998.371,1.046.784,212.325,7.893,279.801,26.979,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,20,1,0,64,939.111,1.026.983,208.986,7.784,274.015,20.663,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,128,xdpdrv,0.0.0.255,60,0,60,1,0,63,1.471.861,1.033.957,210.050,7.811,276.787,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,21,1,0,63,956.420,1.004.470,205.081,7.851,267.815,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,20,1,0,63,944.244,1.006.024,204.588,7.919,268.366,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,0,75,1,0,63,1.688.592,1.009.155,205.349,8.016,269.295,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,22,1,0,64,954.974,1.023.100,208.948,7.358,273.103,24.536,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,27,1,0,64,988.008,1.023.012,207.742,7.996,272.794,19.956,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,0,71,1,0,64,1.744.738,1.012.554,205.737,7.846,270.608,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,23,1,0,63,960.478,1.009.483,205.172,8.081,269.257,21.639,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,33,1,0,64,3.176.603,7.154.945,1.372.107,8.888,2.310.353,22.936,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,0,79,1,0,63,1.389.926,1.013.026,206.588,7.956,270.377,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,18,1,0,63,932.264,1.004.563,205.002,8.161,268.018,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,27,1,0,64,1.001.349,1.033.959,210.642,7.766,276.043,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,22,1,0,63,951.990,1.016.396,207.240,7.789,271.203,18.071,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,11,1,0,64,1.093.908,1.193.782,239.027,8.296,326.754,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,22,1,0,63,953.451,1.034.430,210.298,7.874,276.084,22.302,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,512,xdpgeneric,0.0.0.255,60,0,77,1,0,64,1.910.092,1.035.472,210.810,8.056,276.444,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,15,1,0,64,898.353,1.014.052,206.468,7.614,270.446,11.131,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,21,1,0,63,939.675,1.014.432,206.027,7.964,270.639,18.827,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,21,1,0,63,942.439,1.022.159,207.664,7.918,272.927,22.847,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,0,84,1,0,64,1.392.885,1.031.310,209.252,8.129,275.373,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,64,xdpdrv,0.0.0.255,60,0,58,1,0,63,1.417.201,1.015.925,206.739,7.671,270.881,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,26,1,0,63,990.994,1.004.730,204.067,8.014,267.897,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,18,1,0,65,923.972,1.037.070,211.051,7.875,277.011,20.838,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,25,1,0,64,978.956,1.016.769,206.246,7.313,270.435,28.053,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,128,xdpdrv,0.0.0.255,60,0,57,1,0,63,1.406.761,997.207,202.739,7.735,265.949,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,20,1,0,62,931.145,995.267,202.868,8.031,265.536,18.560,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,256,xdpgeneric,0.0.0.255,60,0,74,1,0,62,1.834.930,999.795,203.908,7.865,266.545,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,21,1,0,64,952.141,1.016.446,206.820,7.851,270.947,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,28,1,0,62,1.018.895,1.010.392,205.840,8.081,269.491,15.455,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,21,1,0,64,944.756,1.041.716,210.665,8.158,277.202,24.772,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,256,xdpdrv,0.0.0.255,60,0,59,1,0,64,1.445.091,1.035.892,210.280,8.023,276.922,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,27,1,0,64,999.929,1.031.728,209.529,7.895,275.501,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,128,xdpdrv,0.0.0.255,60,0,59,1,0,63,1.459.161,1.015.176,206.587,7.676,270.701,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,19,1,0,64,930.428,1.024.821,208.799,7.938,273.583,22.061,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1500,xdpdrv,0.0.0.255,60,0,86,1,0,64,1.190.251,1.012.135,206.457,7.849,269.785,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,22,1,0,64,950.262,1.009.026,205.281,7.672,269.217,19.176,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,23,1,0,62,961.530,1.006.428,204.960,7.726,268.643,18.765,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,18,1,0,65,921.439,1.044.767,212.183,7.847,278.649,21.320,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,20,1,0,65,939.588,1.022.653,208.198,7.842,272.844,22.874,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,21,1,0,63,1.078.739,1.128.344,225.921,8.243,305.832,25.075,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,20,1,0,64,936.514,1.032.750,209.607,7.687,275.630,20.398,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,20,1,0,62,934.843,996.068,202.649,7.918,265.636,18.315,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,17,1,0,64,916.223,1.015.699,206.897,7.709,270.881,23.393,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,22,1,0,62,948.983,994.490,202.209,8.098,265.141,18.604,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,19,1,0,64,932.410,1.038.738,211.549,7.600,277.498,25.688,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,22,1,0,64,950.775,1.034.288,210.649,7.244,276.324,18.073,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,64,xdpgeneric,0.0.0.255,60,0,73,1,0,65,1.788.262,1.033.222,210.362,8.362,276.148,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,19,1,0,64,932.205,1.036.290,210.984,7.953,276.640,23.825,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,26,1,0,65,983.385,1.048.759,213.109,7.334,280.409,18.373,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,0,70,1,0,64,1.714.736,1.045.887,212.670,7.982,279.592,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,19,1,0,63,930.874,1.009.588,205.476,8.065,269.269,20.372,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,64,xdpdrv,0.0.0.255,60,0,78,1,0,64,944.445,1.033.626,209.965,7.572,275.907,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,24,1,0,63,964.305,1.023.108,207.633,7.830,272.650,20.007,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,20,1,0,62,938.717,1.010.587,204.875,7.883,269.578,20.779,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,02,1,0,65,1.183.461,1.440.707,287.096,7.705,409.904,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,19,1,0,65,929.868,1.036.490,210.722,7.926,277.030,29.207,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,24,1,0,65,975.129,1.013.788,206.515,7.731,270.687,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,23,1,0,62,955.888,1.009.053,205.404,7.949,269.170,18.012,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,15,1,0,62,898.998,1.007.174,205.343,7.505,268.520,20.625,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,15,1,0,62,899.529,1.003.018,204.001,7.845,267.894,20.581,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,512,xdpdrv,0.0.0.255,60,0,60,1,0,65,1.477.884,1.033.520,209.417,7.740,275.482,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,06,1,0,63,1.165.736,1.350.600,269.264,8.505,381.157,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,23,1,0,65,962.766,1.039.183,211.563,7.835,277.439,21.629,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,17,1,0,63,916.587,999.822,203.586,7.738,266.390,24.705,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,26,1,0,64,990.518,1.005.196,204.752,7.714,268.181,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,18,1,0,62,924.844,994.872,202.839,8.138,265.544,22.383,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,24,1,0,64,965.570,1.033.843,210.178,7.404,276.159,18.050,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,18,1,0,62,923.866,1.006.020,205.043,7.941,268.107,22.813,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,24,1,0,64,963.989,1.005.622,205.082,7.946,268.456,17.674,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,22,1,0,63,952.863,1.007.255,204.773,7.823,268.836,20.162,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,18,1,0,65,933.829,1.014.567,206.774,7.336,270.905,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,19,1,0,63,936.557,1.006.864,205.444,7.617,268.728,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,0,80,1,0,63,1.517.479,1.012.012,205.900,7.698,270.128,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,24,1,0,65,978.686,1.033.109,210.659,7.472,275.965,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,0,71,1,0,64,1.473.415,1.008.375,205.100,7.773,268.962,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
