combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,rx_packets,rx_packet_rate_avg,rx_packet_rate,latencymean
4,for_0_a_0,64,xdpdrv,0.0.0.255,60,753147468,12903674.3,12657990.84,0.0
2,for_0_a_0,64,xdpdrv,0.0.0.255,60,739705023,12144212.45,12432058.03,0.0
2,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356873,1162790.7,1199280.21,0.0
1,for_0_a_0,64,xdpgeneric,0.0.0.255,60,64984985,1142857.15,1092185.92,-114.08
4,for_0_a_0,512,xdpgeneric,0.0.0.255,60,139999498,2424242.42,2352935.57,0.0
4,for_0_a_0,512,xdpdrv,0.0.0.255,60,140044781,628930.81,2353702.61,0.0
8,for_0_a_0,256,xdpdrv,0.0.0.255,60,269952218,621118.05,4537033.23,0.0
4,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49006683,636942.68,823644.29,0.0
1,for_0_a_0,256,xdpdrv,0.0.0.255,60,269957881,1111111.07,4537112.95,0.0
8,for_0_a_0,128,xdpgeneric,0.0.0.255,60,280834556,3267973.81,4719914.07,-8.79
2,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71345779,1234567.96,1199090.21,0.0
2,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49005102,390625.0,823616.11,0.0
8,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49006401,387596.9,823637.97,0.0
1,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71357456,1851851.94,1199286.6,0.0
4,for_0_a_0,128,xdpgeneric,0.0.0.255,60,157946450,3314917.2,2654570.1,-15.64
4,for_0_a_0,128,xdpdrv,0.0.0.255,60,503441726,8000000.93,8461215.61,0.0
8,for_0_a_0,64,xdpdrv,0.0.0.255,60,742726310,12698412.65,12482808.75,0.0
4,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71357365,606060.63,1199284.87,0.0
2,for_0_a_0,128,xdpgeneric,0.0.0.255,60,95352484,1685393.27,1602564.74,-25.91
8,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71357222,1140684.44,1199282.5,0.0
1,for_0_a_0,128,xdpgeneric,0.0.0.255,60,67334313,621118.0,1131670.54,-36.7
1,for_0_a_0,512,xdpgeneric,0.0.0.255,60,64070280,1444043.3,1076812.68,0.0
1,for_0_a_0,512,xdpdrv,0.0.0.255,60,140047102,3636363.01,2353735.47,0.0
1,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,48997654,637082.6,823492.54,0.0
4,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356817,1818182.25,1199279.03,0.0
4,for_0_a_0,256,xdpgeneric,0.0.0.255,60,157731603,1648664.03,2650956.11,0.01
8,for_0_a_0,128,xdpdrv,0.0.0.255,60,503428659,12091503.56,8460995.57,0.0
1,for_0_a_0,64,xdpdrv,0.0.0.255,60,474757842,3481012.65,7979148.18,0.0
4,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49007148,645161.3,823650.6,0.0
2,for_0_a_0,256,xdpgeneric,0.0.0.255,60,95256556,4838709.39,1600952.49,0.01
2,for_0_a_0,256,xdpdrv,0.0.0.255,60,269955016,13636364.09,4537064.93,0.0
2,for_0_a_0,128,xdpdrv,0.0.0.255,60,503433596,10663983.98,8461080.61,0.0
8,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71357111,1265822.69,1199280.6,0.0
1,for_0_a_0,256,xdpgeneric,0.0.0.255,60,66040204,1818181.88,1109920.68,0.0
4,for_0_a_0,64,xdpgeneric,0.0.0.255,60,162645123,2139037.43,2733534.82,-45.58
8,for_0_a_0,512,xdpdrv,0.0.0.255,60,140045943,621251.1,2353716.11,0.0
2,for_0_a_0,512,xdpdrv,0.0.0.255,60,140045004,2339653.08,2353700.51,0.0
1,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,61788871,384615.38,1038469.61,0.0
2,for_0_a_0,64,xdpgeneric,0.0.0.255,60,95838419,1863354.04,1610731.58,-77.35
8,for_0_a_0,256,xdpgeneric,0.0.0.255,60,267515043,6607929.57,4496067.09,0.0
1,for_0_a_0,1500,xdpdrv,0.0.0.255,60,48995667,772200.74,823457.68,0.0
8,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49006596,1156069.43,823641.29,0.0
1,for_0_a_0,128,xdpdrv,0.0.0.255,60,455977603,13740457.85,7663498.32,0.0
8,for_0_a_0,64,xdpgeneric,0.0.0.255,60,282432539,1829268.3,4746777.22,-26.24
8,for_0_a_0,512,xdpgeneric,0.0.0.255,60,140043970,1418439.71,2353683.27,0.0
4,for_0_a_0,256,xdpdrv,0.0.0.255,60,269956585,9923664.0,4537090.73,0.0
2,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49003442,769332.79,823588.75,0.0
2,for_0_a_0,512,xdpgeneric,0.0.0.255,60,97178276,1923077.08,1633250.4,0.01
8,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,50214897,389105.05,843948.98,0.04
4,for_0_a_3200,64,xdpdrv,0.0.0.255,60,25975491,0.0,436564.27,0.04
2,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,11558361,93984.96,194258.41,0.04
1,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,6610334,85545.72,111098.17,0.04
1,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,6586172,131233.6,110692.08,-1125.59
1,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,7560960,0.0,127075.06,0.03
1,for_0_a_3200,128,xdpdrv,0.0.0.255,60,7564035,23081.45,127126.77,0.03
2,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,11480991,359712.23,192958.05,0.04
4,for_0_a_3200,128,xdpgeneric,0.0.0.255,60,20229539,215053.76,339992.64,-122.11
2,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,12982656,0.0,218195.82,0.04
