combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,task_clock,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
2,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,27,1,0,64,1.010.282,1.026.267,208.920,8.122,273.735,15.621,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,20,1,0,63,934.685,1.029.367,209.683,7.736,274.730,18.191,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,0,68,1,0,63,1.669.337,1.008.680,205.133,7.626,269.372,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,0,70,1,0,65,1.736.421,1.035.501,210.163,8.247,276.558,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,17,1,0,63,961.432,1.010.419,205.758,7.717,269.687,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,16,1,0,65,910.989,1.031.980,209.892,7.124,275.607,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,23,1,0,63,976.999,1.007.468,205.489,7.817,268.902,16.151,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,29,1,0,64,1.021.420,1.034.707,210.006,7.925,275.083,16.466,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,13,1,0,63,978.987,998.175,203.266,8.176,266.127,20.229,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,22,1,0,64,971.267,1.016.554,207.271,8.119,271.396,15.566,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,0,97,1,0,64,1.027.198,1.034.221,210.924,7.713,276.326,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,32,1,0,64,1.046.331,1.027.864,209.000,7.962,274.602,15.467,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,0,61,1,0,63,1.508.156,1.002.025,204.163,7.892,267.395,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,512,xdpdrv,0.0.0.255,60,1,07,1,0,64,1.378.305,1.825.675,358.959,8.463,538.058,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,1,20,1,0,64,950.369,1.024.299,208.553,7.778,273.512,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,20,1,0,63,943.794,1.003.036,203.994,8.081,267.497,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,512,xdpdrv,0.0.0.255,60,0,61,1,0,65,1.511.057,1.014.782,206.851,7.824,270.642,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,512,xdpdrv,0.0.0.255,60,1,20,1,0,63,947.173,1.010.265,206.188,8.170,269.422,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,16,1,0,64,1.034.654,1.005.336,204.649,7.196,268.292,14.211,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,21,1,0,64,958.511,1.012.515,206.346,7.876,270.248,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,14,1,0,63,984.451,1.013.642,206.182,7.396,270.191,23.331,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.007.241,1.013.842,206.271,8.047,270.113,15.421,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,64,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.018.870,1.007.815,205.453,7.935,269.118,14.986,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,18,1,0,65,933.848,1.029.772,209.714,7.402,275.070,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,33,1,0,62,2.569.354,2.127.540,395.778,9.006,610.049,80.228,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,0,63,1,0,63,1.547.377,1.016.519,206.124,8.080,271.189,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,512,xdpgeneric,0.0.0.255,60,0,77,1,0,64,1.744.770,1.037.451,211.228,8.145,276.980,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,0,71,1,0,63,1.754.179,1.017.246,206.831,8.106,271.531,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,1,29,1,0,64,1.019.629,1.012.726,206.538,8.180,270.221,15.636,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,15,1,0,62,903.961,1.002.055,204.553,7.324,267.161,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,256,xdpgeneric,0.0.0.255,60,0,82,1,0,63,2.012.913,1.010.346,205.523,7.973,269.355,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,22,1,0,64,949.669,1.034.507,210.807,8.095,276.298,19.581,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,21,1,0,64,952.802,1.040.167,211.446,7.789,277.692,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,17,1,0,64,943.535,1.026.667,209.025,7.936,274.123,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,10,1,0,64,948.033,1.009.853,205.255,7.332,269.504,24.229,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,10,1,0,63,956.307,1.008.413,205.059,7.949,268.766,19.137,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,33,1,0,64,1.053.313,1.019.766,206.554,8.148,272.283,15.995,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,14,1,0,63,922.292,1.001.883,203.892,7.684,267.108,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,24,1,0,66,965.428,1.026.416,209.425,7.966,273.989,20.214,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,12,1,0,65,973.079,1.018.711,207.459,7.619,272.031,19.719,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,19,1,0,65,939.541,1.010.446,205.458,7.767,269.549,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,17,1,0,63,942.169,1.011.931,204.791,8.035,269.282,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,0,69,1,0,64,1.707.152,1.017.503,207.021,7.864,271.943,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,17,1,0,65,924.561,1.022.062,208.383,8.091,272.599,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,128,xdpdrv,0.0.0.255,60,1,11,1,0,64,902.167,1.032.686,210.461,8.174,275.678,34.260,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,256,xdpgeneric,0.0.0.255,60,0,90,1,0,65,2.224.635,1.035.778,210.697,7.925,276.453,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,21,1,0,63,956.829,1.025.079,206.809,7.768,272.180,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.015.697,1.015.381,206.813,8.069,271.002,15.407,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,10,1,0,65,869.442,1.026.614,208.368,7.730,274.027,29.834,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,17,1,0,64,921.264,1.015.585,206.973,7.810,270.708,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,25,1,0,63,995.930,1.000.141,203.446,7.810,267.346,15.064,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,24,1,0,64,987.580,1.027.266,209.064,7.902,274.126,15.346,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,64,xdpdrv,0.0.0.255,60,0,75,1,0,63,1.029.817,1.027.529,208.636,7.905,274.340,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,128,xdpdrv,0.0.0.255,60,0,60,1,0,63,1.479.894,1.011.192,205.360,7.572,269.917,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,25,1,0,63,989.111,1.022.225,207.853,7.331,272.803,15.153,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,256,xdpgeneric,0.0.0.255,60,0,79,1,0,63,1.956.676,1.031.002,209.972,7.941,275.163,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,17,1,0,63,920.486,1.009.693,205.764,7.783,269.175,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,20,1,0,63,948.125,1.013.697,206.478,7.888,270.202,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,0,69,1,0,63,1.715.427,1.026.947,207.648,8.263,273.616,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,22,1,0,62,951.239,1.021.337,206.968,7.945,271.629,18.583,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,20,1,0,64,951.074,1.028.500,209.480,7.943,274.876,15.960,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,0,78,1,0,65,1.680.981,1.036.804,211.394,7.977,276.899,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,128,xdpdrv,0.0.0.255,60,0,76,1,0,64,1.497.389,1.040.661,211.633,7.932,277.869,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,31,1,0,64,1.039.253,1.019.490,207.730,7.845,271.956,15.599,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,12,1,0,64,887.695,1.036.146,211.093,7.759,277.243,24.418,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,09,1,0,63,865.679,1.010.583,206.198,7.181,269.738,27.502,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,22,1,0,64,965.623,1.015.941,207.104,7.720,271.168,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,12,1,0,64,1.688.151,1.503.153,289.798,8.480,419.948,48.486,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,256,xdpdrv,0.0.0.255,60,0,62,1,0,63,1.523.903,1.021.086,207.531,7.863,272.403,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.011.177,1.014.446,206.131,7.823,270.560,15.388,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,256,xdpdrv,0.0.0.255,60,1,21,1,0,62,944.896,1.012.286,205.855,8.101,269.954,18.133,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,19,1,0,65,1.862.106,1.939.633,372.961,8.823,562.820,54.908,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,19,1,0,65,947.426,1.021.984,208.385,7.681,272.647,16.091,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,64,xdpdrv,0.0.0.255,60,1,21,1,0,64,950.665,1.025.971,208.874,8.008,274.047,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,17,1,0,63,941.245,1.006.930,205.372,7.757,268.321,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,29,1,0,65,1.024.173,1.047.269,212.935,8.212,279.799,16.061,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,20,1,0,62,942.861,994.114,202.184,7.599,265.094,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,0,70,1,0,65,1.732.554,1.035.371,210.357,7.851,277.042,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,23,1,0,63,2.239.663,3.585.440,687.922,9.377,1.115.305,21.314,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,19,1,0,65,957.615,1.040.169,211.460,7.814,277.702,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,20,1,0,64,946.345,1.030.407,210.244,8.044,275.291,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,23,1,0,63,969.733,1.017.331,206.888,7.856,271.393,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,0,63,1,0,64,1.558.753,1.028.224,208.522,8.085,274.809,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,26,1,0,64,983.967,1.022.012,208.280,7.653,272.996,18.841,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,512,xdpdrv,0.0.0.255,60,0,79,1,0,64,1.411.994,1.016.062,206.705,7.839,270.782,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,64,xdpdrv,0.0.0.255,60,1,17,1,0,63,909.429,1.010.221,206.152,7.683,269.456,19.211,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,10,1,0,63,1.418.950,1.328.927,260.166,8.226,366.986,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.006.454,1.023.930,208.255,7.757,273.452,15.398,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,21,1,0,63,951.328,1.004.212,204.384,7.874,267.922,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,17,1,0,62,923.469,1.012.232,205.208,7.575,269.053,18.611,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,26,1,0,64,1.003.545,1.005.799,204.756,7.796,268.514,14.655,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,19,1,0,64,938.374,1.016.885,206.310,7.784,271.289,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,23,1,0,65,975.208,1.033.349,209.982,7.233,276.067,16.939,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,18,1,0,63,933.656,1.003.249,204.725,7.877,267.683,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,25,1,0,64,993.607,1.034.210,210.554,7.858,276.003,15.797,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,128,xdpdrv,0.0.0.255,60,0,65,1,0,64,1.599.013,1.032.274,209.623,7.928,275.572,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,23,1,0,64,977.568,1.018.022,207.387,8.070,271.580,17.746,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,28,1,0,63,1.015.684,1.003.303,205.107,7.912,267.543,14.732,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,30,1,0,65,1.032.089,1.033.389,210.622,7.895,275.925,15.642,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,20,1,0,63,946.136,1.010.375,206.245,7.976,269.562,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,10,1,0,63,952.628,1.002.140,203.907,7.778,267.264,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,0,67,1,0,64,1.657.787,1.008.729,205.241,7.942,269.471,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,26,1,0,63,996.378,1.002.240,204.298,7.753,267.341,15.359,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,27,1,0,64,1.006.132,1.007.142,204.902,8.039,268.649,15.090,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,23,1,0,63,975.337,1.007.436,205.133,7.729,268.520,15.207,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,20,1,0,63,934.290,1.015.316,206.638,7.856,271.046,17.511,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,09,1,0,64,1.026.234,1.010.021,205.501,8.165,269.411,10.084,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,128,xdpgeneric,0.0.0.255,60,0,81,1,0,63,1.989.366,1.002.461,204.128,7.722,267.568,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,17,1,0,62,920.822,1.010.695,205.469,7.485,269.362,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,83,1,0,64,4.699.427,9.254.489,1.755.277,11.783,2.986.630,29.795,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,19,1,0,63,938.286,1.019.804,207.601,8.000,272.425,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,0,68,1,0,62,1.690.036,1.002.130,203.617,8.065,267.671,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,128,xdpdrv,0.0.0.255,60,0,64,1,0,64,1.588.357,1.029.548,209.299,7.997,275.134,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,20,1,0,65,946.264,1.040.458,211.613,7.738,277.717,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,512,xdpdrv,0.0.0.255,60,2,28,1,0,63,5.631.323,11.950.797,2.285.472,9.696,3.911.432,20.886,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,256,xdpgeneric,0.0.0.255,60,0,73,1,0,63,1.806.713,1.020.869,207.929,7.928,272.088,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,15,1,0,62,909.450,1.000.839,203.849,7.645,266.759,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
