time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,8982236,9041918.81,9048741.81,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,269347,19924.42,179572.29,-9174.71,2,0
2.000,18017694,9023583.86,9042342.37,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,449770,0.00,179909.63,-5494.31,2,0
3.000,27040870,8959993.00,9036171.68,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,630474,0.00,180137.90,-3919.54,2,0
4.000,36059952,9080021.29,9031634.07,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,810925,39824.77,180206.65,-3047.35,2,0
5.000,45072893,9000571.60,9028087.25,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,991297,740740.75,180238.11,-2492.86,2,0
6.000,54085834,9031147.97,9025428.70,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,1171693,0.00,180261.87,-2109.05,2,0
7.000,63096728,9089294.44,9023445.76,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,1352015,40625.63,180270.23,-1827.76,2,0
8.000,72107622,9009286.56,9021818.40,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,1532751,18450.30,180324.33,-1612.24,2,0
9.000,81116469,8958816.58,9020289.72,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,1713925,1796778.22,180414.49,-1441.81,2,0
10.000,90121222,9044315.82,9018839.26,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,1894289,19149.75,180409.65,-1304.53,2,0
11.000,99123928,8970201.58,9017298.99,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,2077029,0.00,180610.87,-1189.75,2,0
12.000,108120493,8994244.04,9015630.35,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,2259110,0.00,180728.41,-1093.86,2,0
13.000,117115011,8956072.80,9014055.86,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,2440320,754716.98,180765.39,-1012.63,2,0
14.000,126109529,8998593.28,9012604.91,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,2621459,632911.39,180791.16,-942.66,2,0
15.000,135102000,9048713.64,9011225.91,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,2801994,28797.70,180774.38,-881.92,2,0
16.000,144092424,9036330.73,9009983.18,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,2982060,1257861.63,180731.68,-828.67,2,0
17.000,153082848,9053516.14,9008812.91,0,0.00,0.00,0.00,1,0
17.500,0,0.00,0.00,3162245,390625.00,180700.43,-781.45,2,0
18.000,162073272,9107087.25,9007842.57,0,0.00,0.00,0.00,1,0
18.500,0,0.00,0.00,3342123,0.00,180655.67,-739.39,2,0
19.000,171065743,9003356.37,9006980.28,0,0.00,0.00,0.00,1,0
19.500,0,0.00,0.00,3522347,0.00,180633.47,-701.56,2,0
20.000,180056167,8958816.58,9006169.70,0,0.00,0.00,0.00,1,0
20.500,0,0.00,0.00,3702541,20350.02,180612.02,-667.41,2,0
21.000,189048638,9000175.87,9005497.90,0,0.00,0.00,0.00,1,0
21.500,0,0.00,0.00,3882638,20759.81,180588.35,-636.46,2,0
22.000,198041109,8945114.49,9004871.45,0,0.00,0.00,0.00,1,0
22.500,0,0.00,0.00,4063503,21213.41,180600.58,-608.13,2,0
23.000,207029486,8969022.48,9004230.51,0,0.00,0.00,0.00,1,0
23.500,0,0.00,0.00,4244014,0.00,180596.30,-582.26,2,0
24.000,216019910,8993058.61,9003620.19,0,0.00,0.00,0.00,1,0
24.500,0,0.00,0.00,4424400,20337.60,180588.07,-558.52,2,0
25.000,225008287,8940035.81,9003003.89,0,0.00,0.00,0.00,1,0
25.500,0,0.00,0.00,4604629,757575.76,180574.17,-536.66,2,0
26.000,233996664,9043117.16,9002423.78,0,0.00,0.00,0.00,1,0
26.500,0,0.00,0.00,4784785,0.00,180558.04,-516.45,2,0
27.000,242985041,8976889.01,9001894.66,0,0.00,0.00,0.00,1,0
27.500,0,0.00,0.00,4965297,0.00,180556.44,-497.68,2,0
28.000,251971371,9008493.60,9001385.02,0,0.00,0.00,0.00,1,0
28.500,0,0.00,0.00,5145465,0.00,180542.89,-480.25,2,0
29.000,260959748,8906195.62,9000935.06,0,0.00,0.00,0.00,1,0
29.500,0,0.00,0.00,5326460,40650.69,180558.37,-463.93,2,0
30.000,269948125,8993862.48,9000504.27,0,0.00,0.00,0.00,1,0
30.500,0,0.00,0.00,5507996,20337.60,180590.20,-448.64,2,0
31.000,278936502,8960385.20,9000107.22,0,0.00,0.00,0.00,1,0
31.500,0,0.00,0.00,5689699,1754385.97,180625.77,-434.31,2,0
32.000,287922832,9013650.37,8999687.12,0,0.00,0.00,0.00,1,0
32.500,0,0.00,0.00,5871607,772200.77,180665.22,-420.86,2,0
33.000,296911209,9009286.56,8999309.18,0,0.00,0.00,0.00,1,0
33.500,0,0.00,0.00,6053109,1886792.57,180690.20,-408.24,2,0
34.000,305897539,8926001.83,8998965.69,0,0.00,0.00,0.00,1,0
34.500,0,0.00,0.00,6234110,0.00,180699.16,-396.38,2,0
35.000,314885916,8992663.53,8998630.28,0,0.00,0.00,0.00,1,0
35.500,0,0.00,0.00,6414526,0.00,180690.79,-385.23,2,0
36.000,323872246,8968236.58,8998298.38,0,0.00,0.00,0.00,1,0
36.500,0,0.00,0.00,6594815,0.00,180679.98,-374.70,2,0
37.000,332860623,9000571.60,8998025.49,0,0.00,0.00,0.00,1,0
37.500,0,0.00,0.00,6775169,20777.06,180671.51,-364.73,2,0
38.000,341849000,9042731.45,8997761.81,0,0.00,0.00,0.00,1,0
38.500,0,0.00,0.00,6955041,0.00,180650.63,-355.29,2,0
39.000,350835330,9037527.59,8997492.45,0,0.00,0.00,0.00,1,0
39.500,0,0.00,0.00,7135873,0.00,180655.20,-346.29,2,0
40.000,359823707,8986741.59,8997243.52,0,0.00,0.00,0.00,1,0
40.500,0,0.00,0.00,7316162,0.00,180645.84,-337.76,2,0
41.000,368810037,8946287.31,8997002.28,0,0.00,0.00,0.00,1,0
41.500,0,0.00,0.00,7496483,0.00,180638.07,-329.63,2,0
42.000,377796367,8960790.97,8996747.54,0,0.00,0.00,0.00,1,0
42.500,0,0.00,0.00,7676868,0.00,180632.35,-321.89,2,0
43.000,386782697,9020005.29,8996511.83,0,0.00,0.00,0.00,1,0
43.500,0,0.00,0.00,7857380,0.00,180629.39,-314.49,2,0
44.000,395769027,8969036.03,8996281.03,0,0.00,0.00,0.00,1,0
44.500,0,0.00,0.00,8037732,772303.59,180623.47,-307.43,2,0
45.000,404755357,8970594.68,8996064.47,0,0.00,0.00,0.00,1,0
45.500,0,0.00,0.00,8218182,0.00,180619.49,-300.68,2,0
46.000,413741687,8969415.48,8995854.90,0,0.00,0.00,0.00,1,0
46.500,0,0.00,0.00,8398439,1818181.69,180611.87,-294.23,2,0
47.000,422728017,8978463.97,8995650.80,0,0.00,0.00,0.00,1,0
47.500,0,0.00,0.00,8578919,0.00,180609.02,-288.04,2,0
48.000,431714347,9051914.74,8995452.77,0,0.00,0.00,0.00,1,0
48.500,0,0.00,0.00,8759433,18793.58,180607.01,-282.10,2,0
49.000,440700677,8937693.75,8995260.28,0,0.00,0.00,0.00,1,0
49.500,0,0.00,0.00,8939433,0.00,180594.81,-276.42,2,0
50.000,449687007,8981615.55,8995075.05,0,0.00,0.00,0.00,1,0
50.500,0,0.00,0.00,9119851,20781.38,180591.27,-270.95,2,0
51.000,458673337,8961169.72,8994889.98,0,0.00,0.00,0.00,1,0
51.500,0,0.00,0.00,9300202,0.00,180586.38,-265.70,2,0
52.000,467657620,8989109.43,8994695.29,0,0.00,0.00,0.00,1,0
52.500,0,0.00,0.00,9481389,40683.77,180598.10,-260.62,2,0
53.000,476641903,9010476.27,8994512.42,0,0.00,0.00,0.00,1,0
53.500,0,0.00,0.00,9662541,20341.88,180608.40,-255.74,2,0
54.000,485626186,8940035.81,8994324.74,0,0.00,0.00,0.00,1,0
54.500,0,0.00,0.00,9844205,0.00,180627.66,-251.02,2,0
55.000,494610469,8982403.79,8994148.61,0,0.00,0.00,0.00,1,0
55.500,0,0.00,0.00,10025774,18439.98,180644.71,-246.47,2,0
56.000,503594752,9026369.17,8993972.75,0,0.00,0.00,0.00,1,0
56.500,0,0.00,0.00,10206190,0.00,180640.55,-242.11,2,0
57.000,512581082,9020402.77,8993814.94,0,0.00,0.00,0.00,1,0
57.500,0,0.00,0.00,10388945,43233.90,180677.52,-237.85,2,0
58.000,521565365,8968629.51,8993655.06,0,0.00,0.00,0.00,1,0
58.500,0,0.00,0.00,10570672,0.00,180695.43,-233.76,2,0
59.000,530549648,9005719.31,8993489.28,0,0.00,0.00,0.00,1,0
59.500,0,0.00,0.00,10750961,20321.07,180688.63,-229.84,2,0
60.000,539533931,9008890.06,8993347.08,0,0.00,0.00,0.00,1,0
