time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,15659550,15809391.42,15729710.33,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,6783578,1273885.35,4522595.42,0.00,2,0
2.000,31374369,15732841.44,15722230.53,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,11321074,632911.39,4528556.96,0.00,2,0
3.000,47081000,15685823.76,15717532.90,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,15858595,3720930.23,4531117.88,0.00,2,0
4.000,62787631,15666615.65,15714458.09,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,20396094,636942.68,4532535.89,0.00,2,0
5.000,78498356,15554711.24,15713759.40,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,24933599,1818181.88,4533440.02,0.00,2,0
6.000,94200893,15753424.66,15712075.84,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,29471106,2659574.45,4534065.45,0.00,2,0
7.000,109901383,15623568.92,15710371.79,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,34008585,9708737.66,4534520.46,0.00,2,0
8.000,125597779,15799629.51,15708510.30,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,38546098,6626506.21,4534872.17,0.00,2,0
9.000,141292128,15964748.09,15706935.07,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,43080517,628930.81,4534825.08,0.00,2,0
10.000,156988524,15726797.80,15705937.02,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,47618039,2717391.33,4535081.83,0.00,2,0
11.000,172684920,15805729.29,15705069.94,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,52155533,1796407.23,4535291.44,0.00,2,0
12.000,188379269,15651043.66,15704214.67,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,56693050,1960784.51,4535469.71,0.00,2,0
13.000,204077712,15892857.15,15703698.82,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,61230564,5752212.46,4535620.87,0.00,2,0
14.000,219770014,15625954.20,15702951.87,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,65768069,754716.97,4535750.69,0.00,2,0
15.000,235462316,15786226.58,15702192.72,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,70305592,4761905.28,4535865.37,0.00,2,0
16.000,251154618,15781358.41,15701532.95,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,74843100,662251.63,4535964.83,0.00,2,0
17.000,266844873,15675013.40,15700932.64,0,0.00,0.00,0.00,1,0
17.500,0,0.00,0.00,79380494,4819277.25,4536046.45,0.00,2,0
18.000,282543316,15723173.82,15700804.07,0,0.00,0.00,0.00,1,0
18.500,0,0.00,0.00,83917997,423728.81,4536125.06,0.00,2,0
19.000,298235618,15690633.15,15700334.28,0,0.00,0.00,0.00,1,0
19.500,0,0.00,0.00,88455526,5929662.00,4536196.77,0.00,2,0
20.000,313927920,15730423.42,15699956.59,0,0.00,0.00,0.00,1,0
20.500,0,0.00,0.00,92993030,4938271.15,4536260.90,0.00,2,0
21.000,329620222,15689430.53,15699572.22,0,0.00,0.00,0.00,1,0
21.500,0,0.00,0.00,97530536,624999.99,4536318.88,0.00,2,0
22.000,345312524,15746153.86,15699224.23,0,0.00,0.00,0.00,1,0
22.500,0,0.00,0.00,102068053,2499999.79,4536372.15,0.00,2,0
23.000,361004826,15681017.31,15698955.55,0,0.00,0.00,0.00,1,0
23.500,0,0.00,0.00,106605564,3448275.83,4536420.64,0.00,2,0
24.000,376701222,15615226.18,15698836.67,0,0.00,0.00,0.00,1,0
24.500,0,0.00,0.00,111143081,5333333.14,4536465.33,0.00,2,0
25.000,392393524,15780141.84,15698563.04,0,0.00,0.00,0.00,1,0
25.500,0,0.00,0.00,115680574,549450.54,4536505.58,0.00,2,0
26.000,408087873,15836298.92,15698389.96,0,0.00,0.00,0.00,1,0
26.500,0,0.00,0.00,120218103,1305483.00,4536543.91,0.00,2,0
27.000,423782222,15755849.76,15698244.52,0,0.00,0.00,0.00,1,0
27.500,0,0.00,0.00,124755613,1818181.88,4536579.40,0.00,2,0
28.000,439478618,15681017.31,15698188.18,0,0.00,0.00,0.00,1,0
28.500,0,0.00,0.00,129293126,8036951.19,4536611.88,0.00,2,0
29.000,455170920,15572461.01,15697975.41,0,0.00,0.00,0.00,1,0
29.500,0,0.00,0.00,133830646,5687203.72,4536642.58,0.00,2,0
30.000,470861175,15672613.13,15697765.22,0,0.00,0.00,0.00,1,0
30.500,0,0.00,0.00,138368150,544959.13,4536670.68,0.00,2,0
31.000,486555524,15753424.65,15697629.17,0,0.00,0.00,0.00,1,0
31.500,0,0.00,0.00,142905658,543478.25,4536697.38,0.00,2,0
32.000,502249873,15658226.88,15697552.22,0,0.00,0.00,0.00,1,0
32.500,0,0.00,0.00,147443168,1587446.42,4536722.43,0.00,2,0
33.000,517946269,15664217.94,15697468.08,0,0.00,0.00,0.00,1,0
33.500,0,0.00,0.00,151980684,8163265.14,4536746.34,0.00,2,0
34.000,533642665,15640281.17,15697438.79,0,0.00,0.00,0.00,1,0
34.500,0,0.00,0.00,156518186,276243.10,4536768.32,0.00,2,0
35.000,549334967,15631920.57,15697282.22,0,0.00,0.00,0.00,1,0
35.500,0,0.00,0.00,161055702,1840880.30,4536789.39,0.00,2,0
36.000,565025222,15667814.76,15697118.79,0,0.00,0.00,0.00,1,0
36.500,0,0.00,0.00,165593215,10894808.52,4536809.23,0.00,2,0
37.000,580723665,15671413.25,15697157.46,0,0.00,0.00,0.00,1,0
37.500,0,0.00,0.00,170130716,542005.42,4536827.57,0.00,2,0
38.000,596418014,15558257.96,15697083.42,0,0.00,0.00,0.00,1,0
38.500,0,0.00,0.00,174668249,9756097.94,4536845.88,0.00,2,0
39.000,612112363,15624761.47,15697015.52,0,0.00,0.00,0.00,1,0
39.500,0,0.00,0.00,179205753,783289.80,4536862.43,0.00,2,0
40.000,627804665,15652240.41,15696895.54,0,0.00,0.00,0.00,1,0
40.500,0,0.00,0.00,183743257,215517.24,4536878.41,0.00,2,0
41.000,643496967,15688228.07,15696753.18,0,0.00,0.00,0.00,1,0
41.500,0,0.00,0.00,188280781,2515723.25,4536893.85,0.00,2,0
42.000,659193363,15772846.36,15696788.82,0,0.00,0.00,0.00,1,0
42.500,0,0.00,0.00,192818291,722021.68,4536908.28,0.00,2,0
43.000,674887712,15838749.60,15696710.28,0,0.00,0.00,0.00,1,0
43.500,0,0.00,0.00,197355808,11428572.26,4536922.44,0.00,2,0
44.000,690586155,15562989.43,15696753.29,0,0.00,0.00,0.00,1,0
44.500,0,0.00,0.00,201893312,12149532.11,4536935.50,0.00,2,0
45.000,706278457,15744942.69,15696671.25,0,0.00,0.00,0.00,1,0
45.500,0,0.00,0.00,206430830,3343465.05,4536948.11,0.00,2,0
46.000,721976900,15712311.94,15696683.27,0,0.00,0.00,0.00,1,0
46.500,0,0.00,0.00,210968327,9459459.22,4536960.15,0.00,2,0
47.000,737669202,15643867.02,15696577.04,0,0.00,0.00,0.00,1,0
47.500,0,0.00,0.00,215505849,1648351.68,4536971.89,0.00,2,0
48.000,753365598,15730423.42,15696601.31,0,0.00,0.00,0.00,1,0
48.500,0,0.00,0.00,220043365,7903779.97,4536983.15,0.00,2,0
49.000,769061994,15639086.25,15696580.32,0,0.00,0.00,0.00,1,0
49.500,0,0.00,0.00,224580877,5854643.52,4536993.87,0.00,2,0
50.000,784754296,15815498.72,15696482.29,0,0.00,0.00,0.00,1,0
50.500,0,0.00,0.00,229118389,12499999.95,4537004.15,0.00,2,0
51.000,800446598,15752212.39,15696413.87,0,0.00,0.00,0.00,1,0
51.500,0,0.00,0.00,233655894,383141.76,4537013.69,0.00,2,0
52.000,816138900,15593814.28,15696333.97,0,0.00,0.00,0.00,1,0
52.500,0,0.00,0.00,238193410,1724137.92,4537023.44,0.00,2,0
53.000,831837343,15712311.94,15696392.66,0,0.00,0.00,0.00,1,0
53.500,0,0.00,0.00,242730925,3652968.17,4537032.65,0.00,2,0
54.000,847535786,15699056.68,15696399.43,0,0.00,0.00,0.00,1,0
54.500,0,0.00,0.00,247268445,7048458.21,4537041.41,0.00,2,0
55.000,863228088,15791097.75,15696336.10,0,0.00,0.00,0.00,1,0
55.500,0,0.00,0.00,251805937,617283.98,4537049.60,0.00,2,0
56.000,878920390,15634308.41,15696263.50,0,0.00,0.00,0.00,1,0
56.500,0,0.00,0.00,256343448,273998.48,4537057.79,0.00,2,0
57.000,894612692,15683420.17,15696212.16,0,0.00,0.00,0.00,1,0
57.500,0,0.00,0.00,260880972,7758620.62,4537065.94,0.00,2,0
58.000,910304994,15655831.75,15696146.18,0,0.00,0.00,0.00,1,0
58.500,0,0.00,0.00,265418481,2985074.79,4537073.54,0.00,2,0
59.000,925999343,15625954.20,15696102.00,0,0.00,0.00,0.00,1,0
59.500,0,0.00,0.00,269955994,4061624.68,4537080.92,0.00,2,0
60.000,941691645,15672613.12,15696041.78,0,0.00,0.00,0.00,1,0
