combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,1,0,62,1.649.228,1.004.283,204.802,7.779,267.525,0,0,0,0,0,0,0,0
8,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,0,63,2.241.171,3.719.527,714.246,9.312,1.160.020,22.477,0,0,0,0,0,0,0
4,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,0,63,1.053.980,1.006.014,203.904,7.932,267.564,15.912,0,0,0,0,0,0,0
1,for_0_a_1,512,xdpdrv,0.0.0.255,60,1,0,62,942.995,991.900,202.206,8.068,264.724,19.445,0,0,0,0,0,0,0
4,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,0,63,950.856,1.005.984,204.928,7.955,268.356,19.781,0,0,0,0,0,0,0
4,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,0,62,1.567.796,999.180,203.354,7.812,266.592,0,0,0,0,0,0,0,0
1,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.001.568,1.034.458,210.278,7.941,276.350,0,0,0,0,0,0,0,0
8,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.668.386,1.558.212,299.941,8.387,436.307,0,0,0,0,0,0,0,0
8,for_0_a_3200,256,xdpdrv,0.0.0.255,60,1,0,64,1.537.556,1.021.077,207.747,7.693,272.810,0,0,0,0,0,0,0,0
2,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,0,63,967.819,1.010.164,206.156,8.018,269.651,19.721,0,0,0,0,0,0,0
1,for_0_a_200,256,xdpdrv,0.0.0.255,60,1,0,63,958.773,1.005.295,204.922,7.954,268.103,0,0,0,0,0,0,0,0
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.913.748,1.972.458,378.185,9.052,575.260,50.019,0,0,0,0,0,0,0
2,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,0,64,942.002,1.006.618,204.532,7.836,268.339,0,0,0,0,0,0,0,0
2,for_0_a_0,64,xdpdrv,0.0.0.255,60,1,0,65,1.018.125,1.036.019,211.167,8.164,276.754,17.401,0,0,0,0,0,0,0
4,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,0,63,942.594,1.011.155,206.189,7.594,269.585,19.644,0,0,0,0,0,0,0
2,for_0_a_1,1500,xdpgeneric,0.0.0.255,60,1,0,64,998.294,1.027.057,209.031,7.379,273.904,0,0,0,0,0,0,0,0
1,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,0,63,957.133,1.005.354,204.992,8.002,267.880,0,0,0,0,0,0,0,0
4,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,0,62,971.591,1.007.225,205.155,8.103,268.538,16.978,0,0,0,0,0,0,0
8,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,0,62,1.673.499,1.001.754,203.994,7.565,267.030,0,0,0,0,0,0,0,0
1,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,0,64,973.004,1.037.759,211.115,8.208,277.090,0,0,0,0,0,0,0,0
2,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,0,64,979.662,1.031.049,209.794,8.184,275.052,20.456,0,0,0,0,0,0,0
1,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,0,65,955.580,1.028.483,209.184,7.546,274.527,0,0,0,0,0,0,0,0
2,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,0,64,968.708,1.019.695,208.031,7.738,272.099,16.968,0,0,0,0,0,0,0
8,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,0,64,1.575.388,1.030.465,209.397,8.032,275.645,0,0,0,0,0,0,0,0
4,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,0,63,1.011.957,1.011.611,205.652,7.699,269.799,18.000,0,0,0,0,0,0,0
8,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,0,64,1.472.305,1.004.449,204.289,8.010,267.802,0,0,0,0,0,0,0,0
1,for_0_a_800,64,xdpdrv,0.0.0.255,60,1,0,64,967.713,1.018.454,207.240,8.230,271.855,19.954,0,0,0,0,0,0,0
8,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,0,64,1.199.436,1.016.993,207.243,7.704,271.269,0,0,0,0,0,0,0,0
2,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,0,63,971.685,1.011.149,205.733,7.826,269.704,0,0,0,0,0,0,0,0
1,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,0,64,953.954,1.008.822,205.306,8.032,269.084,0,0,0,0,0,0,0,0
2,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,0,65,1.020.791,1.031.876,210.118,7.244,275.786,15.452,0,0,0,0,0,0,0
2,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,1,62,1.140.355,1.000.329,203.574,7.858,266.504,0,0,0,0,0,0,0,0
1,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,0,65,960.523,1.030.104,209.204,8.039,274.681,0,0,0,0,0,0,0,0
4,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,0,66,989.111,1.037.873,211.181,7.639,277.199,0,0,0,0,0,0,0,0
4,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,0,63,946.142,1.010.111,206.147,7.795,269.321,19.517,0,0,0,0,0,0,0
1,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,0,63,950.598,1.003.698,204.264,7.796,267.694,20.368,0,0,0,0,0,0,0
8,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,0,64,1.549.163,1.024.311,208.629,7.805,273.274,0,0,0,0,0,0,0,0
1,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,0,64,963.212,1.032.260,210.480,7.670,275.553,20.857,0,0,0,0,0,0,0
4,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,0,64,1.060.298,1.015.594,207.014,8.101,271.155,20.453,0,0,0,0,0,0,0
4,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,0,65,1.036.690,1.014.245,206.296,8.021,271.133,16.787,0,0,0,0,0,0,0
1,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,0,62,928.209,1.005.333,204.726,7.608,268.133,20.090,0,0,0,0,0,0,0
2,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,0,64,939.080,1.013.210,206.417,7.676,270.258,18.971,0,0,0,0,0,0,0
8,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,0,64,1.726.083,1.029.493,208.832,7.870,275.043,0,0,0,0,0,0,0,0
2,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,0,62,1.070.502,999.084,203.196,7.726,266.460,0,0,0,0,0,0,0,0
4,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,0,62,974.982,995.989,203.062,8.073,265.566,0,0,0,0,0,0,0,0
1,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,0,63,960.145,1.013.251,206.249,7.629,270.234,0,0,0,0,0,0,0,0
4,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,0,64,964.147,1.032.936,209.904,8.000,276.736,0,0,0,0,0,0,0,0
1,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,0,63,953.346,1.012.384,206.292,7.718,269.952,0,0,0,0,0,0,0,0
1,for_0_a_1,1024,xdpdrv,0.0.0.255,60,1,0,63,937.410,1.013.312,206.421,7.803,270.247,19.271,0,0,0,0,0,0,0
8,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,0,63,1.989.609,1.021.914,207.049,7.989,271.512,0,0,0,0,0,0,0,0
1,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,0,64,951.024,1.014.426,206.797,7.984,270.601,18.690,0,0,0,0,0,0,0
8,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,0,62,1.545.724,1.006.430,205.041,7.675,268.358,0,0,0,0,0,0,0,0
1,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,0,62,931.202,999.257,203.471,7.704,266.705,17.373,0,0,0,0,0,0,0
8,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,0,63,1.683.159,1.009.632,205.588,7.799,268.911,0,0,0,0,0,0,0,0
2,for_0_a_1,1024,xdpgeneric,0.0.0.255,60,1,0,65,1.016.323,1.048.797,212.476,7.828,279.133,0,0,0,0,0,0,0,0
8,for_0_a_3200,128,xdpdrv,0.0.0.255,60,1,0,65,1.576.021,1.029.321,209.439,7.927,274.926,0,0,0,0,0,0,0,0
1,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,0,65,970.411,1.048.660,213.192,7.955,280.154,20.332,0,0,0,0,0,0,0
8,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,0,63,4.082.475,9.206.227,1.763.178,8.801,2.996.223,16.987,0,0,0,0,0,0,0
8,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,0,63,1.826.465,1.016.342,206.786,7.621,270.925,0,0,0,0,0,0,0,0
2,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,0,64,957.384,1.025.443,208.312,7.827,273.419,23.770,0,0,0,0,0,0,0
2,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,0,65,987.527,1.028.477,209.383,7.869,274.588,0,0,0,0,0,0,0,0
1,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,0,63,942.575,995.442,202.677,7.965,265.528,0,0,0,0,0,0,0,0
2,for_0_a_200,64,xdpdrv,0.0.0.255,60,1,0,64,975.528,1.036.309,211.272,7.568,276.875,22.562,0,0,0,0,0,0,0
1,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,0,64,964.490,1.005.532,204.769,8.026,268.262,17.651,0,0,0,0,0,0,0
8,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,0,64,1.333.112,1.524.991,296.744,8.160,427.049,0,0,0,0,0,0,0,0
4,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,0,65,998.896,1.030.614,209.735,7.718,274.959,0,0,0,0,0,0,0,0
2,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,0,63,931.923,1.006.040,205.115,7.775,268.132,17.868,0,0,0,0,0,0,0
8,for_0_a_12800,128,xdpdrv,0.0.0.255,60,1,0,64,1.555.002,1.008.344,205.011,7.843,269.073,0,0,0,0,0,0,0,0
4,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,0,63,969.671,1.011.407,206.038,7.724,269.583,0,0,0,0,0,0,0,0
2,for_0_a_1,64,xdpgeneric,0.0.0.255,60,1,0,64,1.022.643,1.027.018,209.073,7.732,274.296,15.248,0,0,0,0,0,0,0
2,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,0,63,955.472,1.012.101,206.078,7.751,269.803,0,0,0,0,0,0,0,0
8,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.694.867,1.037.409,210.386,7.566,277.028,0,0,0,0,0,0,0,0
1,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,0,66,957.815,1.013.635,206.539,7.351,270.501,20.279,0,0,0,0,0,0,0
2,for_0_a_1,128,xdpdrv,0.0.0.255,60,1,0,64,948.822,1.016.478,207.234,7.983,271.415,20.159,0,0,0,0,0,0,0
4,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,0,63,955.667,1.008.751,205.546,7.628,268.950,0,0,0,0,0,0,0,0
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,0,62,1.745.331,1.004.934,204.926,7.986,268.146,0,0,0,0,0,0,0,0
1,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,0,64,959.101,1.000.036,203.936,7.500,266.944,9.785,0,0,0,0,0,0,0
8,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,0,63,1.581.700,1.006.127,204.564,7.741,268.065,0,0,0,0,0,0,0,0
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.432.565,1.021.668,208.329,8.097,272.754,0,0,0,0,0,0,0,0
1,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,0,62,930.066,1.001.127,203.572,7.579,267.010,19.552,0,0,0,0,0,0,0
4,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,0,64,1.033.059,1.019.986,207.811,7.863,272.078,15.862,0,0,0,0,0,0,0
1,for_0_a_1,1024,xdpgeneric,0.0.0.255,60,1,0,63,926.980,1.010.306,205.534,7.635,269.621,0,0,0,0,0,0,0,0
4,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,63,955.645,1.001.693,203.862,7.463,267.089,17.889,0,0,0,0,0,0,0
4,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,0,64,1.108.733,1.024.867,208.805,7.981,273.900,25.397,0,0,0,0,0,0,0
2,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,0,64,962.467,1.019.558,207.712,7.737,272.064,12.230,0,0,0,0,0,0,0
8,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,0,64,1.862.863,1.018.365,207.791,8.083,271.745,0,0,0,0,0,0,0,0
1,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,0,62,922.230,994.883,202.381,7.895,265.350,19.218,0,0,0,0,0,0,0
2,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,0,64,993.689,1.035.467,210.989,7.525,276.336,0,0,0,0,0,0,0,0
1,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,0,65,962.047,1.029.729,209.186,8.005,274.852,26.372,0,0,0,0,0,0,0
8,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.995.421,2.515.364,485.242,8.708,759.956,0,0,0,0,0,0,0,0
8,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,0,64,1.598.993,1.019.264,207.361,7.867,272.196,0,0,0,0,0,0,0,0
2,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,0,63,1.155.844,1.028.164,209.824,8.046,274.484,0,0,0,0,0,0,0,0
2,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,0,65,970.310,1.037.388,210.270,7.924,276.946,0,0,0,0,0,0,0,0
2,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,0,63,988.214,1.014.324,205.738,7.769,270.646,0,0,0,0,0,0,0,0
8,for_0_a_400,128,xdpdrv,0.0.0.255,60,1,0,63,1.558.683,1.008.348,205.691,7.306,268.820,0,0,0,0,0,0,0,0
2,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,0,64,953.091,1.024.054,208.458,7.730,273.220,21.368,0,0,0,0,0,0,0
8,for_0_a_1,1024,xdpdrv,0.0.0.255,60,1,0,64,1.017.013,1.014.881,206.854,7.283,270.663,20.970,0,0,0,0,0,0,0
8,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,0,65,1.853.488,1.021.686,208.513,8.015,272.707,0,0,0,0,0,0,0,0
1,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,0,65,966.225,1.031.411,209.742,7.664,275.558,17.989,0,0,0,0,0,0,0
2,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,0,64,1.036.395,1.005.201,204.588,8.091,268.094,0,0,0,0,0,0,0,0
4,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,0,65,969.065,1.036.958,210.483,7.929,276.943,19.429,0,0,0,0,0,0,0
8,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,0,63,1.540.622,1.008.621,205.003,7.651,269.423,0,0,0,0,0,0,0,0
4,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,0,64,979.659,1.008.190,205.081,8.004,268.902,0,0,0,0,0,0,0,0
8,for_0_a_800,128,xdpdrv,0.0.0.255,60,1,0,64,1.616.373,1.038.777,211.160,8.063,277.362,0,0,0,0,0,0,0,0
1,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,0,64,946.143,1.007.432,205.000,7.878,268.694,19.016,0,0,0,0,0,0,0
8,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,0,64,1.237.698,1.016.022,207.150,7.496,271.078,0,0,0,0,0,0,0,0
2,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,0,64,975.109,1.012.981,206.189,7.706,270.386,21.908,0,0,0,0,0,0,0
8,for_0_a_1,256,xdpgeneric,0.0.0.255,60,1,0,62,2.183.345,1.011.112,205.476,7.908,269.563,0,0,0,0,0,0,0,0
4,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,0,63,982.282,1.023.884,207.854,8.002,273.050,17.743,0,0,0,0,0,0,0
2,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,0,65,950.208,1.032.523,210.218,7.786,275.636,20.371,0,0,0,0,0,0,0
4,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,0,63,1.124.478,1.012.119,206.249,7.492,270.130,0,0,0,0,0,0,0,0
8,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,0,64,1.045.097,1.019.188,207.837,8.084,272.064,0,0,0,0,0,0,0,0
2,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,0,63,966.948,1.038.442,210.991,7.730,277.241,18.601,0,0,0,0,0,0,0
1,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,0,64,967.038,1.022.203,208.355,8.091,272.571,0,0,0,0,0,0,0,0
4,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,0,64,1.095.352,1.038.406,211.181,7.817,277.363,0,0,0,0,0,0,0,0
2,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,0,64,951.224,1.008.710,205.398,7.558,269.333,0,0,0,0,0,0,0,0
1,for_0_a_1,64,xdpdrv,0.0.0.255,60,1,0,63,948.028,1.004.905,204.451,8.061,268.010,0,0,0,0,0,0,0,0
2,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,0,65,962.258,1.039.022,211.423,8.023,277.440,0,0,0,0,0,0,0,0
4,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,0,63,972.133,1.006.227,205.171,7.786,268.614,17.465,0,0,0,0,0,0,0
8,for_0_a_800,64,xdpgeneric,0.0.0.255,60,1,0,64,1.760.445,1.024.410,208.591,8.076,273.520,0,0,0,0,0,0,0,0
2,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,0,63,927.497,1.004.488,204.674,7.904,268.084,0,0,0,0,0,0,0,0
8,for_0_a_1,1024,xdpgeneric,0.0.0.255,60,1,0,63,1.550.789,1.450.405,281.623,8.409,403.416,0,0,0,0,0,0,0,0
1,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,0,65,992.756,1.035.294,211.199,7.869,276.598,0,0,0,0,0,0,0,0
8,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,0,64,1.708.703,1.022.311,208.150,8.012,272.928,0,0,0,0,0,0,0,0
2,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,0,64,948.430,993.400,202.549,7.922,265.156,18.178,0,0,0,0,0,0,0
4,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,0,64,944.494,1.004.066,204.574,7.897,267.964,18.691,0,0,0,0,0,0,0
2,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,0,64,955.843,1.024.230,208.765,7.890,273.257,0,0,0,0,0,0,0,0
4,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,0,65,1.271.869,1.013.033,206.445,8.041,270.303,0,0,0,0,0,0,0,0
8,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,0,65,1.140.789,1.031.578,209.668,8.133,275.390,0,0,0,0,0,0,0,0
1,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,0,64,946.734,1.013.086,206.395,7.622,270.512,20.968,0,0,0,0,0,0,0
4,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.021.924,1.037.322,210.532,7.750,276.990,16.077,0,0,0,0,0,0,0
1,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,64,993.113,1.018.164,207.352,8.001,271.671,15.175,0,0,0,0,0,0,0
2,for_0_a_1,512,xdpdrv,0.0.0.255,60,1,0,64,972.217,1.036.139,209.744,8.077,275.529,0,0,0,0,0,0,0,0
2,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,0,64,945.178,1.013.285,205.615,7.738,270.430,19.378,0,0,0,0,0,0,0
2,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,0,65,973.263,1.050.972,213.777,8.195,281.267,19.409,0,0,0,0,0,0,0
8,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,0,64,1.553.351,1.009.767,205.209,7.742,269.963,0,0,0,0,0,0,0,0
8,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,0,65,1.182.765,1.346.253,268.304,8.159,379.513,0,0,0,0,0,0,0,0
2,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,0,65,971.666,1.036.419,211.261,7.618,276.726,19.093,0,0,0,0,0,0,0
2,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,0,64,996.670,1.019.670,207.896,7.917,271.948,0,0,0,0,0,0,0,0
4,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,0,65,1.008.244,1.031.821,209.626,7.667,275.402,0,0,0,0,0,0,0,0
1,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,0,64,962.729,1.023.031,208.663,8.219,272.910,19.294,0,0,0,0,0,0,0
4,for_0_a_1,512,xdpgeneric,0.0.0.255,60,1,0,64,1.849.397,1.022.013,208.077,7.765,272.834,0,0,0,0,0,0,0,0
1,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,0,64,966.002,1.011.849,205.990,7.916,269.952,0,0,0,0,0,0,0,0
4,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,0,64,949.647,1.025.428,208.833,7.858,273.988,0,0,0,0,0,0,0,0
2,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,0,63,962.664,1.010.714,204.876,7.819,268.974,0,0,0,0,0,0,0,0
1,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,0,64,977.858,1.021.688,207.676,8.182,272.850,0,0,0,0,0,0,0,0
1,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,0,65,956.322,1.032.064,209.634,7.415,275.325,18.277,0,0,0,0,0,0,0
1,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,0,63,944.478,1.001.306,203.953,7.540,267.209,0,0,0,0,0,0,0,0
8,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,0,62,1.488.989,998.549,203.279,8.110,266.162,0,0,0,0,0,0,0,0
4,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,0,64,3.084.503,3.080.323,577.175,9.485,924.981,83.309,0,0,0,0,0,0,0
8,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,0,64,1.508.658,1.028.903,209.433,7.934,274.829,0,0,0,0,0,0,0,0
