combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,rx_packets,rx_packet_rate_avg,rx_packet_rate,latencymean
4,for_0_a_0,64,xdpdrv,0.0.0.255,60,760316986,12109744.59,12778451.9,0.0
2,for_0_a_0,64,xdpdrv,0.0.0.255,60,744478760,11764705.89,12512292.12,0.0
2,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356005,1874999.98,1199262.16,0.0
1,for_0_a_0,64,xdpgeneric,0.0.0.255,60,64108224,606187.3,1077450.49,-115.64
4,for_0_a_0,512,xdpgeneric,0.0.0.255,60,140012459,5405405.27,2353160.57,-17.65
4,for_0_a_0,512,xdpdrv,0.0.0.255,60,140047010,636942.68,2353734.08,0.0
8,for_0_a_0,256,xdpdrv,0.0.0.255,60,269956110,1226993.83,4537085.85,0.0
4,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49006263,636942.68,823635.65,0.0
1,for_0_a_0,256,xdpdrv,0.0.0.255,60,269947285,5405405.36,4536934.52,0.0
8,for_0_a_0,128,xdpgeneric,0.0.0.255,60,282444800,8111888.36,4746977.02,-8.74
2,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71348127,1282334.73,1199129.66,0.0
2,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49005585,1000000.0,823624.23,0.0
8,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49006675,389105.06,823642.51,0.0
1,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356998,751879.68,1199278.7,0.0
4,for_0_a_0,128,xdpgeneric,0.0.0.255,60,163332717,641025.65,2745091.21,-15.12
4,for_0_a_0,128,xdpdrv,0.0.0.255,60,503444480,7250000.06,8461261.31,0.0
8,for_0_a_0,64,xdpdrv,0.0.0.255,60,748518322,12178877.35,12580153.95,0.0
4,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71358014,1226993.88,1199295.89,0.0
2,for_0_a_0,128,xdpgeneric,0.0.0.255,60,97008621,1910828.03,1630398.87,-25.47
8,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,71356835,636942.68,1199275.94,0.0
1,for_0_a_0,128,xdpgeneric,0.0.0.255,60,63673746,1694915.27,1070148.32,-38.81
1,for_0_a_0,512,xdpgeneric,0.0.0.255,60,61786038,613496.94,1038422.17,-39.99
1,for_0_a_0,512,xdpdrv,0.0.0.255,60,140045911,1818181.88,2353715.74,0.0
1,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,48997368,378787.87,823486.52,0.0
4,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356801,1226993.92,1199275.37,0.0
4,for_0_a_0,256,xdpgeneric,0.0.0.255,60,161156446,3508771.95,2708515.05,0.01
8,for_0_a_0,128,xdpdrv,0.0.0.255,60,503434740,3030303.06,8461098.41,0.0
1,for_0_a_0,64,xdpdrv,0.0.0.255,60,440930465,3535353.57,7410604.67,0.0
4,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49006907,641025.6,823646.49,0.0
2,for_0_a_0,256,xdpgeneric,0.0.0.255,60,91749739,1538461.53,1542017.81,0.01
2,for_0_a_0,256,xdpdrv,0.0.0.255,60,269954393,6061239.59,4537054.76,0.0
2,for_0_a_0,128,xdpdrv,0.0.0.255,60,503443936,7146377.5,8461252.5,0.0
8,for_0_a_0,1024,xdpdrv,0.0.0.255,60,71356981,1242236.0,1199278.42,0.0
1,for_0_a_0,256,xdpgeneric,0.0.0.255,60,63878114,606060.61,1073583.03,0.0
4,for_0_a_0,64,xdpgeneric,0.0.0.255,60,164178753,2941176.49,2759318.9,-45.15
8,for_0_a_0,512,xdpdrv,0.0.0.255,60,140047080,4918033.47,2353738.15,0.0
2,for_0_a_0,512,xdpdrv,0.0.0.255,60,140044340,1736111.1,2353696.84,0.0
1,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,61441676,1851851.88,1032634.38,0.0
2,for_0_a_0,64,xdpgeneric,0.0.0.255,60,92779533,613496.93,1559323.82,-79.9
8,for_0_a_0,256,xdpgeneric,0.0.0.255,60,268543238,1391745.52,4513337.54,0.0
1,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49004249,645161.3,823601.85,0.0
8,for_0_a_0,1500,xdpdrv,0.0.0.255,60,49007087,645304.81,823649.5,0.0
1,for_0_a_0,128,xdpdrv,0.0.0.255,60,427730689,1755447.9,7188759.9,0.0
8,for_0_a_0,64,xdpgeneric,0.0.0.255,60,285400795,1091045.9,4796657.42,-25.97
8,for_0_a_0,512,xdpgeneric,0.0.0.255,60,140045949,3571428.64,2353716.34,-17.65
4,for_0_a_0,256,xdpdrv,0.0.0.255,60,269955140,1250269.52,4537066.88,0.0
2,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,49002122,1266099.09,823566.17,0.0
2,for_0_a_0,512,xdpgeneric,0.0.0.255,60,90312805,278578.29,1517864.14,-27.36
