time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,15790558,15881759.63,15859847.13,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,320832,0.00,213887.77,0.04,2,0
2.000,31648667,15759488.79,15858598.38,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,539200,0.00,215679.64,0.04,2,0
3.000,47504729,15737679.72,15857769.91,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,757568,0.00,216450.70,0.04,2,0
4.000,63358744,15907677.96,15857219.57,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,973696,0.00,216375.75,0.04,2,0
5.000,79214806,15891623.32,15856671.39,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,1192128,0.00,216751.14,0.04,2,0
6.000,95064727,15871908.20,15855736.82,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,1410627,57240.98,217021.20,0.04,2,0
7.000,110914648,15910150.79,15854763.00,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,1629056,0.00,217207.46,0.04,2,0
8.000,126756381,15881759.63,15853279.93,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,1847488,0.00,217351.98,0.04,2,0
9.000,142600161,15803288.82,15852142.03,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,2065920,0.00,217465.64,0.04,2,0
10.000,158443941,15763129.52,15851307.66,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,2284224,0.00,217546.20,0.04,2,0
11.000,174287721,15837524.18,15850620.72,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,2502592,0.00,217616.47,0.04,2,0
12.000,190129454,15761915.76,15849973.84,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,2720960,0.00,217677.47,0.04,2,0
13.000,205975281,15803288.82,15849534.36,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,2939328,0.00,217728.48,0.04,2,0
14.000,221817014,15759488.79,15849014.74,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,3157186,260756.19,217737.98,0.04,2,0
15.000,237658747,15894091.15,15848568.03,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,3375622,65231.57,217782.31,0.04,2,0
16.000,253502527,15925003.89,15848267.51,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,3594112,0.00,217825.51,0.04,2,0
17.000,269346307,15836298.93,15847957.34,0,0.00,0.00,0.00,1,0
