time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,15790558,15792315.99,15860117.14,0,0.00,0.00,1,0
1.500,0,0.00,0.00,680106,637082.55,453425.27,2,0
2.000,31646620,15926242.90,15858715.45,0,0.00,0.00,1,0
2.500,0,0.00,0.00,1138856,549450.53,455555.13,2,0
3.000,47502682,15776493.25,15857504.93,0,0.00,0.00,1,0
3.500,0,0.00,0.00,1602080,393700.79,457746.25,2,0
4.000,63356697,15853469.63,15856734.47,0,0.00,0.00,1,0
4.500,0,0.00,0.00,2066524,645161.30,459234.90,2,0
5.000,79208665,15847332.97,15855892.72,0,0.00,0.00,1,0
5.500,0,0.00,0.00,2530168,171232.87,460036.22,2,0
6.000,95058586,16013455.36,15854920.26,0,0.00,0.00,1,0
6.500,0,0.00,0.00,2993408,215982.71,460529.40,2,0
7.000,110904413,15836298.93,15853625.04,0,0.00,0.00,1,0
7.500,0,0.00,0.00,3457548,393700.79,461010.78,2,0
8.000,126750240,15932440.84,15852526.37,0,0.00,0.00,1,0
8.500,0,0.00,0.00,3921204,387596.90,461321.89,2,0
9.000,142591973,15718344.44,15851428.76,0,0.00,0.00,1,0
9.500,0,0.00,0.00,4383941,636942.68,461470.90,2,0
10.000,158431659,15769201.13,15850234.17,0,0.00,0.00,1,0
10.500,0,0.00,0.00,4848068,389105.08,461723.90,2,0
11.000,174271345,15853469.65,15849187.77,0,0.00,0.00,1,0
11.500,0,0.00,0.00,5311896,657894.71,461906.89,2,0
12.000,190108984,15995936.55,15848336.58,0,0.00,0.00,1,0
12.500,0,0.00,0.00,5775761,215982.73,462063.51,2,0
13.000,205948670,15746153.86,15847605.31,0,0.00,0.00,1,0
13.500,0,0.00,0.00,6235213,386151.79,461870.01,2,0
14.000,221788356,15743731.72,15846977.30,0,0.00,0.00,1,0
14.500,0,0.00,0.00,6698553,393700.79,461971.44,2,0
15.000,237628042,15958524.99,15846572.50,0,0.00,0.00,1,0
15.500,0,0.00,0.00,7162046,387596.90,462069.62,2,0
16.000,253467728,15783792.12,15846101.43,0,0.00,0.00,1,0
16.500,0,0.00,0.00,7626115,387648.72,462190.78,2,0
17.000,269305367,15713518.08,15845603.44,0,0.00,0.00,1,0
17.500,0,0.00,0.00,8089042,1886792.17,462232.87,2,0
18.000,285147100,15815498.75,15845380.08,0,0.00,0.00,1,0
18.500,0,0.00,0.00,8552802,645161.30,462315.39,2,0
19.000,300986786,15752212.39,15845117.70,0,0.00,0.00,1,0
19.500,0,0.00,0.00,9016456,653594.79,462384.03,2,0
20.000,316826472,15766771.92,15844866.96,0,0.00,0.00,1,0
20.500,0,0.00,0.00,9479660,649350.71,462424.05,2,0
21.000,332668205,15859611.07,15844661.69,0,0.00,0.00,1,0
21.500,0,0.00,0.00,9943155,216450.22,462473.78,2,0
22.000,348507891,15735260.19,15844459.05,0,0.00,0.00,1,0
22.500,0,0.00,0.00,10407379,390624.97,462551.62,2,0
23.000,364347577,15759488.81,15844240.07,0,0.00,0.00,1,0
23.500,0,0.00,0.00,10866274,1785714.32,462396.05,2,0
24.000,380189310,15838749.62,15844112.96,0,0.00,0.00,1,0
24.500,0,0.00,0.00,11330383,763358.84,462465.92,2,0
25.000,396028996,15754637.12,15843938.82,0,0.00,0.00,1,0
25.500,0,0.00,0.00,11794385,641025.60,462526.19,2,0
26.000,411870729,15908914.29,15843866.09,0,0.00,0.00,1,0
26.500,0,0.00,0.00,12258067,645161.30,462569.82,2,0
27.000,427710415,15933681.02,15843745.66,0,0.00,0.00,1,0
27.500,0,0.00,0.00,12722259,390625.00,462628.80,2,0
28.000,443552148,15925003.88,15843625.12,0,0.00,0.00,1,0
28.500,0,0.00,0.00,13186332,636942.68,462679.48,2,0
29.000,459393881,15932440.84,15843574.11,0,0.00,0.00,1,0
29.500,0,0.00,0.00,13649671,653594.79,462701.83,2,0
30.000,475233567,15838749.62,15843466.64,0,0.00,0.00,1,0
30.500,0,0.00,0.00,14113850,387596.90,462750.25,2,0
31.000,491075300,15794753.08,15843424.58,0,0.00,0.00,1,0
31.500,0,0.00,0.00,14577357,384615.38,462774.28,2,0
32.000,506914986,15808170.51,15843313.91,0,0.00,0.00,1,0
32.500,0,0.00,0.00,15040634,386151.79,462789.76,2,0
33.000,522754672,15879295.63,15843194.81,0,0.00,0.00,1,0
33.500,0,0.00,0.00,15500220,645161.30,462694.11,2,0
34.000,538594358,15782575.19,15843092.99,0,0.00,0.00,1,0
34.500,0,0.00,0.00,15963360,216919.73,462707.04,2,0
35.000,554434044,15835073.86,15842968.74,0,0.00,0.00,1,0
35.500,0,0.00,0.00,16426859,636942.68,462729.35,2,0
36.000,570275777,15857153.93,15842936.04,0,0.00,0.00,1,0
36.500,0,0.00,0.00,16891309,216919.74,462776.44,2,0
37.000,586115463,15724381.62,15842847.98,0,0.00,0.00,1,0
37.500,0,0.00,0.00,17354896,653594.79,462798.11,2,0
38.000,601955149,15842427.05,15842782.22,0,0.00,0.00,1,0
38.500,0,0.00,0.00,17818628,277008.31,462822.36,2,0
39.000,617794835,15881759.63,15842709.53,0,0.00,0.00,1,0
39.500,0,0.00,0.00,18272340,636942.68,462591.72,2,0
40.000,633634521,15777709.27,15842620.03,0,0.00,0.00,1,0
40.500,0,0.00,0.00,18736370,384615.38,462627.22,2,0
41.000,649476254,15743731.74,15842611.80,0,0.00,0.00,1,0
41.500,0,0.00,0.00,19199834,641025.60,462647.39,2,0
42.000,665317987,15868217.05,15842582.00,0,0.00,0.00,1,0
42.500,0,0.00,0.00,19663730,389105.04,462676.76,2,0
43.000,681159720,15894091.16,15842559.23,0,0.00,0.00,1,0
43.500,0,0.00,0.00,20123066,384666.41,462599.96,2,0
44.000,696999406,15764343.46,15842507.20,0,0.00,0.00,1,0
44.500,0,0.00,0.00,20586477,130383.96,462618.20,2,0
45.000,712841139,15786226.58,15842481.19,0,0.00,0.00,1,0
45.500,0,0.00,0.00,21049776,215982.73,462633.15,2,0
46.000,728680825,15809391.42,15842408.22,0,0.00,0.00,1,0
46.500,0,0.00,0.00,21514030,276243.08,462668.03,2,0
47.000,744522558,15800849.11,15842415.91,0,0.00,0.00,1,0
47.500,0,0.00,0.00,21977794,386100.40,462691.10,2,0
48.000,760364291,15868217.05,15842394.39,0,0.00,0.00,1,0
48.500,0,0.00,0.00,22442474,392156.88,462732.11,2,0
49.000,776203977,15741310.35,15842350.91,0,0.00,0.00,1,0
49.500,0,0.00,0.00,22906026,653594.79,462748.67,2,0
50.000,792045710,15820387.98,15842311.68,0,0.00,0.00,1,0
50.500,0,0.00,0.00,23370089,637082.64,462774.70,2,0
51.000,807887443,15821610.75,15842287.72,0,0.00,0.00,1,0
51.500,0,0.00,0.00,23833832,641025.60,462793.50,2,0
52.000,823727129,15742520.95,15842250.17,0,0.00,0.00,1,0
52.500,0,0.00,0.00,24296072,393700.79,462782.95,2,0
53.000,839564768,15941126.07,15842188.76,0,0.00,0.00,1,0
53.500,0,0.00,0.00,24759432,216919.74,462793.72,2,0
54.000,855406501,15921288.01,15842156.75,0,0.00,0.00,1,0
54.500,0,0.00,0.00,25218728,769230.76,462729.56,2,0
55.000,871248234,15803288.80,15842145.04,0,0.00,0.00,1,0
55.500,0,0.00,0.00,25682136,384666.41,462741.77,2,0
56.000,887089967,15808170.54,15842132.57,0,0.00,0.00,1,0
56.500,0,0.00,0.00,26145679,177935.95,462755.95,2,0
57.000,902929653,15880527.52,15842103.20,0,0.00,0.00,1,0
57.500,0,0.00,0.00,26609724,176991.15,462778.37,2,0
58.000,918773433,15841201.06,15842121.71,0,0.00,0.00,1,0
58.500,0,0.00,0.00,27073566,280112.05,462796.55,2,0
59.000,934615166,15813055.23,15842110.89,0,0.00,0.00,1,0
59.500,0,0.00,0.00,27536810,389105.04,462804.07,2,0
60.000,950454852,15789879.66,15842069.63,0,0.00,0.00,1,0
