combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,rx_packets,rx_packet_rate_avg,rx_packet_rate,latencymean
8,for_0_a_100,64,xdpgeneric,0.0.0.255,60,281011441,1190476.19,4722887.11,-26.3678051903
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,140057381,1226993.88,2353908.59,-17.6435665075
8,for_0_a_100,512,xdpdrv,0.0.0.255,60,140045181,1242236.0,2353703.64,0.0011134099
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,71357261,1190476.21,1199283.26,0.0006204055
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,71357446,1851851.88,1199289.37,0.000630515
8,for_0_a_200,256,xdpdrv,0.0.0.255,60,269954259,9375000.33,4537052.27,0.0011129634
8,for_0_a_200,1024,xdpdrv,0.0.0.255,60,71356730,1886792.57,1199274.3,0.0008496632
8,for_0_a_200,64,xdpgeneric,0.0.0.255,60,249665268,4975124.37,4196060.21,-29.6783721557
8,for_0_a_200,512,xdpgeneric,0.0.0.255,60,140036599,1976284.57,2353559.09,-17.6461499138
8,for_0_a_200,128,xdpdrv,0.0.0.255,60,503364435,3488372.09,8459916.56,0.0013997806
8,for_0_a_200,64,xdpdrv,0.0.0.255,60,734123455,12225405.91,12338256.13,0.0054637759
8,for_0_a_200,512,xdpdrv,0.0.0.255,60,140046804,763358.77,2353738.0,0.000507701
8,for_0_a_200,128,xdpgeneric,0.0.0.255,60,250421820,380228.14,4208786.32,-9.8524581595
8,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,49006306,1156069.36,823636.57,0.0011545335
8,for_0_a_200,1500,xdpdrv,0.0.0.255,60,49005875,628930.81,823632.31,0.0019081555
8,for_0_a_200,256,xdpgeneric,0.0.0.255,60,248779275,361010.83,4181169.24,0.0157902704
8,for_0_a_1600,256,xdpdrv,0.0.0.255,60,114484841,3999999.86,1924117.68,0.034262916
8,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,81979134,1578947.37,1377805.44,-30.0965929089
8,for_0_a_1600,128,xdpdrv,0.0.0.255,60,114474507,18333334.42,1923943.75,0.0342371971
8,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,48999788,633049.55,823526.89,0.0014874669
8,for_0_a_1600,64,xdpdrv,0.0.0.255,60,114521284,59488.4,1924729.67,0.0342110644
8,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,48993340,386100.38,823418.75,0.0054225124
8,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,71320281,1587301.62,1198661.7,0.0012528352
8,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,82120654,1265822.78,1380181.18,0.0475289953
8,for_0_a_1600,512,xdpdrv,0.0.0.255,60,114350134,381729.62,1921853.27,0.0343833257
8,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,71342499,645161.3,1199038.48,0.008708399
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,81973361,523560.21,1377710.04,-30.0986133121
8,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,81844392,1785714.23,1375537.7,-90.5337379431
