time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,4746993,4819872.85,4811842.93,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,218004,0.00,145336.49,0.0006141854,2,0
2.000,9555396,4800093.80,4809252.30,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,364033,653594.79,145617.58,0.0005993887,2,0
3.000,14357658,4801219.66,4807370.54,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,510143,149932.79,145758.16,0.0005931590,2,0
4.000,19159920,4816583.92,4805781.89,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,656610,10236.46,145914.03,0.0005902856,2,0
5.000,23958088,4821916.52,4804429.43,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,803054,0.00,146011.09,0.0005884579,2,0
6.000,28754209,4810810.81,4803182.28,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,949606,0.00,146092.88,0.0005873040,2,0
7.000,33550330,4813412.66,4802070.96,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,1096665,0.00,146223.18,0.0005865998,2,0
8.000,38346451,4783045.54,4801249.57,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,1243202,10795.64,146259.43,0.0005859739,2,0
9.000,43140525,4805954.03,4800530.75,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,1390220,177630.77,146340.08,0.0005853770,2,0
10.000,47934599,4795707.99,4799924.05,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,1537330,0.00,146412.03,0.0005853034,2,0
11.000,52730720,4803698.40,4799433.06,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,1684401,0.00,146469.79,0.0005847722,2,0
12.000,57522747,4796944.20,4798963.04,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,1831360,48007.68,146509.52,0.0005847977,2,0
13.000,62316821,4784275.23,4798560.30,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,1978485,0.00,146554.68,0.0005846712,2,0
14.000,67110895,4788080.09,4798191.81,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,2125676,128205.13,146599.09,0.0005846453,2,0
15.000,71902922,4818057.71,4797815.98,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,2272951,142653.35,146642.68,0.0005843164,2,0
