time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,4579139,4630802.64,4637006.05,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,1767678,1258134.38,1178508.25,0.01,2,0
2.000,9203312,4623898.80,4631154.00,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,2967250,1075401.66,1186933.80,0.01,2,0
3.000,13823391,4597520.44,4627060.73,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,4166819,653594.88,1190544.15,0.01,2,0
4.000,18437329,4624943.52,4623949.58,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,5366391,641025.69,1192550.27,0.01,2,0
5.000,23049220,4598346.66,4621458.49,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,6565962,543478.23,1193826.68,0.01,2,0
6.000,27659064,4623481.05,4619469.09,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,7765532,1226994.18,1194710.55,0.01,2,0
7.000,32268908,4645726.48,4618132.06,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,8965103,751879.68,1195358.61,0.01,2,0
8.000,36876705,4612541.97,4616811.78,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,10164675,628930.81,1195854.22,0.01,2,0
9.000,41482455,4602585.72,4615551.63,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,11364246,1851851.16,1196245.54,0.01,2,0
10.000,46090252,4598449.96,4614747.97,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,12563817,1136363.62,1196562.18,0.01,2,0
11.000,50693955,4601757.98,4613903.93,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,13763388,637082.64,1196823.79,0.01,2,0
12.000,55299705,4601654.53,4613092.20,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,14962960,1234567.79,1197043.69,0.01,2,0
13.000,59903408,4606936.28,4612358.85,0,0.00,0.00,0.00,1,0
