time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,16060762,16086444.02,16094574.93,0,0.00,0.00,1,0
1.500,0,0.00,0.00,1094784,0.00,729883.12,2,0
2.000,32156323,16129540.64,16095152.35,0,0.00,0.00,1,0
2.500,0,0.00,0.00,1831424,0.00,732576.06,2,0
3.000,48251884,16008446.09,16095755.01,0,0.00,0.00,1,0
3.500,0,0.00,0.00,2568064,0.00,733743.95,2,0
4.000,64347445,16148627.32,16095412.26,0,0.00,0.00,1,0
4.500,0,0.00,0.00,3304649,1197604.74,734378.67,2,0
5.000,80436865,15969730.06,16094413.76,0,0.00,0.00,1,0
5.500,0,0.00,0.00,4041089,0.00,734741.16,2,0
6.000,96536520,16057420.78,16095079.43,0,0.00,0.00,1,0
6.500,0,0.00,0.00,4777601,0.00,735019.49,2,0
7.000,112632081,16104161.75,16095226.72,0,0.00,0.00,1,0
7.500,0,0.00,0.00,5513497,1156069.28,735140.19,2,0
8.000,128723548,16071288.38,16094820.85,0,0.00,0.00,1,0
8.500,0,0.00,0.00,6248080,370370.36,735074.74,2,0
9.000,144821156,15967238.68,16095111.88,0,0.00,0.00,1,0
9.500,0,0.00,0.00,6984772,516351.12,735244.81,2,0
10.000,160916717,16180539.09,16095219.46,0,0.00,0.00,1,0
10.500,0,0.00,0.00,7721672,3225806.65,735402.51,2,0
11.000,177014325,16157549.94,16095423.03,0,0.00,0.00,1,0
11.500,0,0.00,0.00,8458563,24210.14,735531.84,2,0
12.000,193111933,16113035.29,16095616.72,0,0.00,0.00,1,0
12.500,0,0.00,0.00,9195713,0.00,735657.59,2,0
13.000,209211588,16023483.36,16095812.71,0,0.00,0.00,1,0
13.500,0,0.00,0.00,9932673,0.00,735752.52,2,0
14.000,225307149,16110498.97,16095864.35,0,0.00,0.00,1,0
14.500,0,0.00,0.00,10669700,96681.71,735844.67,2,0
15.000,241400663,16208725.94,16095752.45,0,0.00,0.00,1,0
15.500,0,0.00,0.00,11406722,21164.02,735919.23,2,0
16.000,257500318,16091502.23,16095923.64,0,0.00,0.00,1,0
16.500,0,0.00,0.00,12143553,5558217.40,735976.25,2,0
17.000,273597926,16078862.63,16096071.23,0,0.00,0.00,1,0
17.500,0,0.00,0.00,12880386,24342.75,736024.40,2,0
18.000,289691440,16116841.18,16095892.38,0,0.00,0.00,1,0
18.500,0,0.00,0.00,13617731,36730.95,736096.30,2,0
19.000,305787001,16149901.36,16095826.36,0,0.00,0.00,1,0
19.500,0,0.00,0.00,14350721,0.00,735935.84,2,0
20.000,321882562,15958524.99,16095843.39,0,0.00,0.00,1,0
20.500,0,0.00,0.00,15087381,2173912.39,735972.51,2,0
21.000,337978123,16135897.85,16095822.70,0,0.00,0.00,1,0
21.500,0,0.00,0.00,15823874,0.00,735996.36,2,0
22.000,354071637,15994686.68,16095773.00,0,0.00,0.00,1,0
22.500,0,0.00,0.00,16560541,11934156.40,736026.43,2,0
23.000,370167198,16005942.62,16095737.11,0,0.00,0.00,1,0
23.500,0,0.00,0.00,17297027,10777.06,736044.59,2,0
24.000,386262759,15969730.09,16095720.72,0,0.00,0.00,1,0
24.500,0,0.00,0.00,18033671,51583.62,736069.98,2,0
25.000,402360367,16046092.32,16095807.76,0,0.00,0.00,1,0
25.500,0,0.00,0.00,18770051,16286.64,736082.52,2,0
26.000,418453881,16175424.73,16095713.70,0,0.00,0.00,1,0
26.500,0,0.00,0.00,19506627,28595.94,736101.22,2,0
27.000,434551489,16061200.47,16095747.85,0,0.00,0.00,1,0
27.500,0,0.00,0.00,20243074,3333333.22,736113.79,2,0
28.000,450649097,16110499.00,16095880.69,0,0.00,0.00,1,0
28.500,0,0.00,0.00,20979650,0.00,736127.43,2,0
29.000,466748752,16101628.25,16095997.70,0,0.00,0.00,1,0
29.500,0,0.00,0.00,21713731,13966.48,736060.37,2,0
30.000,482846360,16110498.97,16096006.93,0,0.00,0.00,1,0
30.500,0,0.00,0.00,22450138,2858551.00,736071.90,2,0
31.000,498943968,16172868.77,16096091.46,0,0.00,0.00,1,0
31.500,0,0.00,0.00,23187266,0.00,736103.12,2,0
32.000,515037482,16062460.75,16095977.66,0,0.00,0.00,1,0
32.500,0,0.00,0.00,23924499,632911.38,736140.04,2,0
33.000,531128949,16042319.74,16095892.31,0,0.00,0.00,1,0
33.500,0,0.00,0.00,24661186,0.00,736155.58,2,0
34.000,547226557,15951063.69,16095930.12,0,0.00,0.00,1,0
34.500,0,0.00,0.00,25397314,0.00,736153.51,2,0
35.000,563318024,16041062.62,16095809.85,0,0.00,0.00,1,0
35.500,0,0.00,0.00,26133506,0.00,736156.46,2,0
36.000,579417679,16238299.23,16095907.76,0,0.00,0.00,1,0
36.500,0,0.00,0.00,26869634,0.00,736154.30,2,0
37.000,595511193,16151175.63,16095842.14,0,0.00,0.00,1,0
37.500,0,0.00,0.00,27605509,36764.86,736147.37,2,0
38.000,611608801,16086444.02,16095902.84,0,0.00,0.00,1,0
38.500,0,0.00,0.00,28342619,2173912.93,736173.33,2,0
39.000,627702315,16114303.72,16095814.29,0,0.00,0.00,1,0
39.500,0,0.00,0.00,29077444,21085.93,736138.30,2,0
40.000,643801970,16233148.30,16095901.63,0,0.00,0.00,1,0
40.500,0,0.00,0.00,29813635,19109.50,736140.06,2,0
41.000,659895484,16158825.39,16095860.23,0,0.00,0.00,1,0
41.500,0,0.00,0.00,30549186,3333333.22,736126.30,2,0
42.000,675988998,16157549.94,16095778.74,0,0.00,0.00,1,0
42.500,0,0.00,0.00,31284739,12554.93,736111.74,2,0
43.000,692084559,15926242.90,16095789.99,0,0.00,0.00,1,0
43.500,0,0.00,0.00,32020290,0.00,736099.57,2,0
44.000,708182167,16101628.25,16095819.46,0,0.00,0.00,1,0
44.500,0,0.00,0.00,32756932,47359.70,736112.06,2,0
45.000,724273634,16047350.27,16095718.62,0,0.00,0.00,1,0
45.500,0,0.00,0.00,33493762,0.00,736126.32,2,0
46.000,740365101,15927482.09,16095629.16,0,0.00,0.00,1,0
46.500,0,0.00,0.00,34230532,26788.11,736140.69,2,0
47.000,756458615,16208725.94,16095589.24,0,0.00,0.00,1,0
47.500,0,0.00,0.00,34967236,22048.29,736153.19,2,0
48.000,772556223,16126999.12,16095636.95,0,0.00,0.00,1,0
48.500,0,0.00,0.00,35704066,0.00,736166.15,2,0
49.000,788649737,16094032.57,16095616.66,0,0.00,0.00,1,0
49.500,0,0.00,0.00,36438723,21181.95,736136.62,2,0
50.000,804747345,16219000.05,16095637.78,0,0.00,0.00,1,0
50.500,0,0.00,0.00,37175490,0.00,736148.19,2,0
51.000,820847000,16198464.81,16095705.06,0,0.00,0.00,1,0
51.500,0,0.00,0.00,37912455,138083.40,736164.81,2,0
52.000,836944608,16105428.81,16095765.87,0,0.00,0.00,1,0
52.500,0,0.00,0.00,38649348,19485.71,736179.00,2,0
53.000,853042216,16240875.92,16095777.39,0,0.00,0.00,1,0
53.500,0,0.00,0.00,39386372,16046.21,736194.21,2,0
54.000,869139824,16190777.52,16095824.54,0,0.00,0.00,1,0
54.500,0,0.00,0.00,40123332,9909.82,736208.92,2,0
55.000,885237432,16099095.55,16095846.16,0,0.00,0.00,1,0
55.500,0,0.00,0.00,40860291,0.00,736221.95,2,0
56.000,901332993,16032268.19,16095851.32,0,0.00,0.00,1,0
56.500,0,0.00,0.00,41597315,10763888.85,736236.61,2,0
57.000,917428554,16042319.74,16095832.76,0,0.00,0.00,1,0
57.500,0,0.00,0.00,42334276,67798.20,736249.24,2,0
58.000,933528209,16132082.90,16095897.62,0,0.00,0.00,1,0
58.500,0,0.00,0.00,43071108,9821.25,736258.83,2,0
59.000,949625817,16128269.78,16095925.98,0,0.00,0.00,1,0
59.500,0,0.00,0.00,43808133,33658.70,736271.39,2,0
60.000,965719331,16018467.79,16095914.75,0,0.00,0.00,1,0
