time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,15784417,15860839.94,15851495.46,0,0.00,0.00,1,0
1.500,0,0.00,0.00,1724363,1127819.52,1149632.75,2,0
2.000,31630244,15791097.75,15848904.10,0,0.00,0.00,1,0
2.500,0,0.00,0.00,2888106,1257861.63,1155277.40,2,0
3.000,47474024,15835073.89,15847500.24,0,0.00,0.00,1,0
3.500,0,0.00,0.00,4052299,1282051.39,1157824.31,2,0
4.000,63317804,15920049.76,15846431.32,0,0.00,0.00,1,0
4.500,0,0.00,0.00,5205749,387596.90,1156852.32,2,0
5.000,79161584,16062460.75,15845716.64,0,0.00,0.00,1,0
5.500,0,0.00,0.00,6368508,636942.68,1157926.44,2,0
6.000,95001270,15763129.52,15844889.25,0,0.00,0.00,1,0
6.500,0,0.00,0.00,7530950,760456.30,1158620.99,2,0
7.000,110840956,15964748.08,15844159.18,0,0.00,0.00,1,0
7.500,0,0.00,0.00,8693953,2985074.79,1159205.41,2,0
8.000,126678595,15839975.23,15843158.61,0,0.00,0.00,1,0
8.500,0,0.00,0.00,9857684,641025.69,1159737.86,2,0
9.000,142512140,15928721.50,15842277.86,0,0.00,0.00,1,0
9.500,0,0.00,0.00,11021203,547945.20,1160135.76,2,0
10.000,158347732,15943609.30,15841468.80,0,0.00,0.00,1,0
10.500,0,0.00,0.00,12182983,645161.20,1160292.35,2,0
11.000,174181277,15791097.72,15840847.64,0,0.00,0.00,1,0
11.500,0,0.00,0.00,13346702,546499.56,1160590.15,2,0
12.000,190016869,15895325.35,15840279.02,0,0.00,0.00,1,0
12.500,0,0.00,0.00,14510360,1315789.22,1160835.80,2,0
13.000,205850414,16004691.16,15839902.37,0,0.00,0.00,1,0
13.500,0,0.00,0.00,15673883,1153846.15,1161034.85,2,0
14.000,221683959,15720758.78,15839323.65,0,0.00,0.00,1,0
14.500,0,0.00,0.00,16833230,653594.69,1160918.41,2,0
15.000,237513410,15882991.91,15838771.35,0,0.00,0.00,1,0
15.500,0,0.00,0.00,17996103,384615.38,1161044.53,2,0
16.000,253344908,15952306.74,15838286.67,0,0.00,0.00,1,0
16.500,0,0.00,0.00,19160350,645161.30,1161238.61,2,0
17.000,269174359,15792316.02,15837715.11,0,0.00,0.00,1,0
17.500,0,0.00,0.00,20324222,1775147.83,1161389.07,2,0
18.000,285005857,15760702.18,15837461.01,0,0.00,0.00,1,0
18.500,0,0.00,0.00,21488744,684931.55,1161558.34,2,0
19.000,300837355,15849787.07,15837105.08,0,0.00,0.00,1,0
19.500,0,0.00,0.00,22653633,621118.00,1161729.22,2,0
20.000,316668853,15916336.20,15836765.16,0,0.00,0.00,1,0
20.500,0,0.00,0.00,23818132,1249999.90,1161864.31,2,0
21.000,332496257,15851014.39,15836414.17,0,0.00,0.00,1,0
21.500,0,0.00,0.00,24982140,549450.56,1161963.92,2,0
22.000,348325708,15832624.32,15836013.09,0,0.00,0.00,1,0
22.500,0,0.00,0.00,26146387,628930.81,1162065.48,2,0
23.000,364153112,15809391.39,15835708.20,0,0.00,0.00,1,0
23.500,0,0.00,0.00,27310508,1840490.75,1162152.97,2,0
24.000,379982563,15837524.17,15835425.45,0,0.00,0.00,1,0
24.500,0,0.00,0.00,28469103,649350.61,1162007.76,2,0
25.000,395812014,15830175.53,15835156.14,0,0.00,0.00,1,0
25.500,0,0.00,0.00,29632734,653594.79,1162071.39,2,0
26.000,411641465,15780141.86,15834982.68,0,0.00,0.00,1,0
26.500,0,0.00,0.00,30796180,384615.38,1162123.30,2,0
27.000,427470916,15805729.28,15834787.13,0,0.00,0.00,1,0
27.500,0,0.00,0.00,31960210,1785713.59,1162192.64,2,0
28.000,443302414,15794753.08,15834641.12,0,0.00,0.00,1,0
28.500,0,0.00,0.00,33124135,1034482.75,1162253.36,2,0
29.000,459131865,15916336.20,15834436.03,0,0.00,0.00,1,0
29.500,0,0.00,0.00,34287807,1266099.09,1162301.49,2,0
30.000,474961316,15805729.28,15834290.24,0,0.00,0.00,1,0
30.500,0,0.00,0.00,35451761,1734103.92,1162355.66,2,0
31.000,490792814,15825280.25,15834184.66,0,0.00,0.00,1,0
31.500,0,0.00,0.00,36615894,1886792.17,1162412.13,2,0
32.000,506622265,15780141.83,15834035.72,0,0.00,0.00,1,0
32.500,0,0.00,0.00,37779637,348432.04,1162453.06,2,0
33.000,522451716,15854697.55,15833924.97,0,0.00,0.00,1,0
33.500,0,0.00,0.00,38943295,636942.68,1162489.02,2,0
34.000,538283214,15921288.01,15833818.56,0,0.00,0.00,1,0
34.500,0,0.00,0.00,40097236,1257861.81,1162241.27,2,0
35.000,554116759,15855925.63,15833831.81,0,0.00,0.00,1,0
35.500,0,0.00,0.00,41259751,649350.71,1162248.95,2,0
36.000,569948257,15682218.65,15833761.98,0,0.00,0.00,1,0
36.500,0,0.00,0.00,42422433,1388889.10,1162260.84,2,0
37.000,585781802,15797190.92,15833756.50,0,0.00,0.00,1,0
37.500,0,0.00,0.00,43585314,1265823.06,1162277.38,2,0
38.000,601613300,15795971.89,15833706.61,0,0.00,0.00,1,0
38.500,0,0.00,0.00,44747645,4761905.28,1162278.78,2,0
39.000,617444798,15884224.44,15833631.38,0,0.00,0.00,1,0
39.500,0,0.00,0.00,45907001,632911.35,1162204.74,2,0
40.000,633278343,15826503.78,15833623.35,0,0.00,0.00,1,0
40.500,0,0.00,0.00,47068538,632911.35,1162188.27,2,0
41.000,649107794,15839975.23,15833556.86,0,0.00,0.00,1,0
41.500,0,0.00,0.00,48230793,386100.37,1162189.89,2,0
42.000,664939292,15864527.61,15833492.67,0,0.00,0.00,1,0
42.500,0,0.00,0.00,49392652,636942.68,1162182.09,2,0
43.000,680772837,15684621.87,15833507.30,0,0.00,0.00,1,0
43.500,0,0.00,0.00,50554853,378787.87,1162182.51,2,0
44.000,696606382,15797190.92,15833479.14,0,0.00,0.00,1,0
44.500,0,0.00,0.00,51715193,1190476.21,1162141.10,2,0
45.000,712435833,15688228.07,15833393.78,0,0.00,0.00,1,0
45.500,0,0.00,0.00,52874321,1169590.73,1162074.89,2,0
46.000,728265284,15876832.38,15833318.19,0,0.00,0.00,1,0
46.500,0,0.00,0.00,54037922,1282051.20,1162107.71,2,0
47.000,744098829,15894091.16,15833333.73,0,0.00,0.00,1,0
47.500,0,0.00,0.00,55201027,1428571.22,1162128.73,2,0
48.000,759928280,15962258.25,15833258.32,0,0.00,0.00,1,0
48.500,0,0.00,0.00,56364310,349650.35,1162152.50,2,0
49.000,775759778,15719551.52,15833200.75,0,0.00,0.00,1,0
49.500,0,0.00,0.00,57527273,1242236.00,1162168.90,2,0
50.000,791591276,15816720.77,15833164.45,0,0.00,0.00,1,0
50.500,0,0.00,0.00,58690322,546448.06,1162186.25,2,0
51.000,807420727,15711105.99,15833111.29,0,0.00,0.00,1,0
51.500,0,0.00,0.00,59853488,769230.76,1162205.31,2,0
52.000,823250178,15799629.51,15833042.66,0,0.00,0.00,1,0
52.500,0,0.00,0.00,61016139,1754386.32,1162213.85,2,0
53.000,839083723,15836298.93,15833053.41,0,0.00,0.00,1,0
53.500,0,0.00,0.00,62179419,1851851.94,1162233.75,2,0
54.000,854915221,15754637.12,15833012.87,0,0.00,0.00,1,0
54.500,0,0.00,0.00,63341479,389105.04,1162230.54,2,0
55.000,870746719,15806949.81,15832999.38,0,0.00,0.00,1,0
55.500,0,0.00,0.00,64499304,1234830.70,1162151.20,2,0
56.000,886578217,15992187.48,15832961.81,0,0.00,0.00,1,0
56.500,0,0.00,0.00,65661916,641025.69,1162159.33,2,0
57.000,902409715,15817942.97,15832946.22,0,0.00,0.00,1,0
57.500,0,0.00,0.00,66824343,1142857.05,1162163.98,2,0
58.000,918241213,15839975.23,15832916.55,0,0.00,0.00,1,0
58.500,0,0.00,0.00,67987334,769230.76,1162178.15,2,0
59.000,934072711,15837524.17,15832872.60,0,0.00,0.00,1,0
59.500,0,0.00,0.00,69150356,636942.68,1162192.33,2,0
60.000,949906256,15905205.90,15832899.24,0,0.00,0.00,1,0
