time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,3563827,3625706.28,3632041.24,0,0.00,0.00,1,0
1.500,0,0.00,0.00,251246,217864.92,167506.05,2,0
2.000,7191111,3596212.29,3630090.07,0,0.00,0.00,1,0
2.500,0,0.00,0.00,423927,131406.05,169576.20,2,0
3.000,10818395,3605777.70,3628745.24,0,0.00,0.00,1,0
3.500,0,0.00,0.00,596448,116009.28,170417.47,2,0
4.000,14441585,3623714.35,3627538.98,0,0.00,0.00,1,0
4.500,0,0.00,0.00,769055,131412.00,170904.07,2,0
5.000,18064775,3629818.78,3626567.20,0,0.00,0.00,1,0
5.500,0,0.00,0.00,941257,280112.04,171140.11,2,0
6.000,21685918,3637106.66,3625816.60,0,0.00,0.00,1,0
6.500,0,0.00,0.00,1114109,178890.88,171403.38,2,0
7.000,25307061,3636072.97,3625117.28,0,0.00,0.00,1,0
7.500,0,0.00,0.00,1286548,392156.87,171541.55,2,0
8.000,28928204,3630784.51,3624539.93,0,0.00,0.00,1,0
8.500,0,0.00,0.00,1459450,131578.95,171701.62,2,0
9.000,32547300,3628531.93,3624068.26,0,0.00,0.00,1,0
9.500,0,0.00,0.00,1632052,85836.91,171796.19,2,0
10.000,36168443,3633426.82,3623713.18,0,0.00,0.00,1,0
10.500,0,0.00,0.00,1804632,177304.96,171870.98,2,0
11.000,39789586,3613862.26,3623387.05,0,0.00,0.00,1,0
11.500,0,0.00,0.00,1977379,217864.92,171947.17,2,0
12.000,43408682,3634203.13,3623095.45,0,0.00,0.00,1,0
12.500,0,0.00,0.00,2150232,104275.29,172019.56,2,0
13.001,47029825,3620701.85,3622863.22,0,0.00,0.00,1,0
13.500,0,0.00,0.00,2323209,104166.67,172090.55,2,0
14.000,50648921,3608892.65,3622659.10,0,0.00,0.00,1,0
14.500,0,0.00,0.00,2496182,78678.21,172151.41,2,0
15.000,54268017,3595896.43,3622464.28,0,0.00,0.00,1,0
15.500,0,0.00,0.00,2668990,279329.61,172193.77,2,0
16.000,57889160,3614500.38,3622314.89,0,0.00,0.00,1,0
16.500,0,0.00,0.00,2841303,115740.74,172201.00,2,0
17.000,61508256,3630977.72,3622145.63,0,0.00,0.00,1,0
17.500,0,0.00,0.00,3013895,217864.92,172223.36,2,0
18.000,65127352,3647151.05,3622013.93,0,0.00,0.00,1,0
18.500,0,0.00,0.00,3186830,102774.92,172261.80,2,0
19.000,68748495,3642543.20,3621900.13,0,0.00,0.00,1,0
19.500,0,0.00,0.00,3359588,115606.94,172287.23,2,0
20.000,72367591,3597097.02,3621828.01,0,0.00,0.00,1,0
20.500,0,0.00,0.00,3532600,115740.74,172322.61,2,0
21.001,75988734,3617055.11,3621725.60,0,0.00,0.00,1,0
21.500,0,0.00,0.00,3705668,280112.05,172357.29,2,0
22.000,79607830,3617119.03,3621610.72,0,0.00,0.00,1,0
22.500,0,0.00,0.00,3878810,103734.44,172392.12,2,0
23.000,83226926,3625704.06,3621533.50,0,0.00,0.00,1,0
23.500,0,0.00,0.00,4051847,280112.05,172419.59,2,0
24.000,86846022,3630591.32,3621424.76,0,0.00,0.00,1,0
24.500,0,0.00,0.00,4224718,131406.04,172438.01,2,0
25.000,90465118,3631106.54,3621328.87,0,0.00,0.00,1,0
25.500,0,0.00,0.00,4397544,393700.79,172453.25,2,0
26.000,94084214,3617310.79,3621225.92,0,0.00,0.00,1,0
26.500,0,0.00,0.00,4570318,390625.00,172465.35,2,0
27.000,97701263,3618333.83,3621117.35,0,0.00,0.00,1,0
27.500,0,0.00,0.00,4743045,103950.10,172474.83,2,0
28.000,101320359,3606540.05,3621030.17,0,0.00,0.00,1,0
28.500,0,0.00,0.00,4915517,281690.14,172474.75,2,0
29.000,104939455,3624355.96,3620950.15,0,0.00,0.00,1,0
29.500,0,0.00,0.00,5087977,115740.74,172474.22,2,0
30.000,108556504,3627567.39,3620856.92,0,0.00,0.00,1,0
30.500,0,0.00,0.00,5260548,128534.71,172477.40,2,0
31.000,112175600,3635298.09,3620761.16,0,0.00,0.00,1,0
31.500,0,0.00,0.00,5433433,178571.43,172490.36,2,0
32.000,115792649,3600830.28,3620679.28,0,0.00,0.00,1,0
32.500,0,0.00,0.00,5606885,115874.85,172519.92,2,0
33.000,119411745,3606095.31,3620601.20,0,0.00,0.00,1,0
33.500,0,0.00,0.00,5780147,179211.47,172542.10,2,0
34.000,123028794,3592740.80,3620525.20,0,0.00,0.00,1,0
34.500,0,0.00,0.00,5953435,131578.95,172563.73,2,0
35.000,126647890,3611821.79,3620469.49,0,0.00,0.00,1,0
35.500,0,0.00,0.00,6126344,386100.38,172573.45,2,0
36.000,130266986,3625832.51,3620403.46,0,0.00,0.00,1,0
36.500,0,0.00,0.00,6299616,103734.44,172592.59,2,0
37.000,133884035,3604698.26,3620351.99,0,0.00,0.00,1,0
37.500,0,0.00,0.00,6472349,216919.74,172596.34,2,0
38.000,137503131,3608256.51,3620291.07,0,0.00,0.00,1,0
38.500,0,0.00,0.00,6645213,116144.02,172603.28,2,0
39.001,141122227,3613862.26,3620245.83,0,0.00,0.00,1,0
39.500,0,0.00,0.00,6818272,177619.89,172614.83,2,0
40.000,144739276,3617758.30,3620207.55,0,0.00,0.00,1,0
40.500,0,0.00,0.00,6990310,116009.28,172600.59,2,0
41.000,148358372,3633813.82,3620175.29,0,0.00,0.00,1,0
41.500,0,0.00,0.00,7162903,150602.41,172600.39,2,0
42.000,151977468,3626731.87,3620131.09,0,0.00,0.00,1,0
42.500,0,0.00,0.00,7335978,218818.38,172611.56,2,0
43.000,155596564,3612267.95,3620098.38,0,0.00,0.00,1,0
43.500,0,0.00,0.00,7508833,131406.05,172617.17,2,0
44.001,159215660,3630913.32,3620068.16,0,0.00,0.00,1,0
