time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,3549498,3597792.46,3615216.86,0,0.00,0.00,1,0
1.500,0,0.00,0.00,319936,0.00,213288.33,2,0
2.000,7162453,3617182.94,3614130.79,0,0.00,0.00,1,0
2.500,0,0.00,0.00,538432,0.00,215377.63,2,0
3.000,10775408,3628853.55,3613280.08,0,0.00,0.00,1,0
3.500,0,0.00,0.00,757030,549450.54,216299.05,2,0
4.000,14384269,3619741.47,3612280.35,0,0.00,0.00,1,0
4.500,0,0.00,0.00,975616,0.00,216802.99,2,0
5.000,17993130,3608956.28,3611562.95,0,0.00,0.00,1,0
5.500,0,0.00,0.00,1194168,1886792.57,217124.63,2,0
6.000,21599944,3615905.04,3610770.09,0,0.00,0.00,1,0
6.500,0,0.00,0.00,1412736,0.00,217343.39,2,0
7.001,25206758,3620637.81,3610144.05,0,0.00,0.00,1,0
7.500,0,0.00,0.00,1631348,3636363.01,217515.40,2,0
8.000,28811525,3618973.53,3609656.40,0,0.00,0.00,1,0
8.500,0,0.00,0.00,1849792,0.00,217622.19,2,0
9.000,32418339,3590157.32,3609239.51,0,0.00,0.00,1,0
9.500,0,0.00,0.00,2064896,0.00,217358.33,2,0
10.000,36023106,3597349.88,3608908.21,0,0.00,0.00,1,0
10.500,0,0.00,0.00,2282881,9921.62,217417.92,2,0
11.000,39629920,3592929.98,3608614.66,0,0.00,0.00,1,0
11.500,0,0.00,0.00,2500863,550964.18,217467.81,2,0
12.001,43236734,3588961.36,3608395.20,0,0.00,0.00,1,0
12.500,0,0.00,0.00,2718784,0.00,217503.35,2,0
13.000,46841501,3603429.15,3608185.54,0,0.00,0.00,1,0
13.500,0,0.00,0.00,2936733,645161.30,217537.06,2,0
14.000,50446268,3598867.77,3607989.50,0,0.00,0.00,1,0
14.500,0,0.00,0.00,3154699,1785714.32,217566.66,2,0
15.000,54051035,3600640.27,3607755.85,0,0.00,0.00,1,0
15.500,0,0.00,0.00,3372800,0.00,217600.48,2,0
16.000,57655802,3589590.71,3607586.88,0,0.00,0.00,1,0
16.500,0,0.00,0.00,3591104,0.00,217643.05,2,0
17.000,61260569,3587703.31,3607416.10,0,0.00,0.00,1,0
17.500,0,0.00,0.00,3809344,0.00,217676.87,2,0
18.000,64865336,3594949.16,3607247.15,0,0.00,0.00,1,0
18.500,0,0.00,0.00,4027712,0.00,217714.63,2,0
19.000,68470103,3593308.41,3607160.95,0,0.00,0.00,1,0
19.500,0,0.00,0.00,4244182,277804.39,217651.24,2,0
20.000,72076917,3619997.52,3607081.14,0,0.00,0.00,1,0
20.500,0,0.00,0.00,4462401,10441.68,217678.68,2,0
21.000,75681684,3608829.03,3606989.27,0,0.00,0.00,1,0
21.500,0,0.00,0.00,4680576,0.00,217701.47,2,0
22.000,79286451,3617310.79,3606869.74,0,0.00,0.00,1,0
22.500,0,0.00,0.00,4898688,0.00,217719.91,2,0
23.000,82889171,3613734.66,3606743.70,0,0.00,0.00,1,0
23.500,0,0.00,0.00,5116864,0.00,217738.76,2,0
24.000,86493938,3602921.76,3606610.12,0,0.00,0.00,1,0
24.500,0,0.00,0.00,5334994,636942.68,217755.57,2,0
25.000,90096658,3608638.17,3606492.51,0,0.00,0.00,1,0
25.500,0,0.00,0.00,5553153,14622.02,217770.93,2,0
26.000,93701425,3605269.65,3606377.50,0,0.00,0.00,1,0
26.500,0,0.00,0.00,5771456,0.00,217791.36,2,0
27.000,97304145,3599880.41,3606266.53,0,0.00,0.00,1,0
27.500,0,0.00,0.00,5989632,0.00,217805.04,2,0
28.000,100906865,3612395.44,3606161.71,0,0.00,0.00,1,0
28.500,0,0.00,0.00,6207959,645161.30,217823.74,2,0
29.000,104509585,3603175.44,3606054.95,0,0.00,0.00,1,0
29.500,0,0.00,0.00,6424386,636942.68,217776.39,2,0
30.001,108114352,3598614.70,3605950.83,0,0.00,0.00,1,0
30.500,0,0.00,0.00,6642624,0.00,217791.03,2,0
31.001,111717072,3598171.91,3605840.67,0,0.00,0.00,1,0
31.500,0,0.00,0.00,6860864,0.00,217805.51,2,0
32.000,115319792,3627438.82,3605751.16,0,0.00,0.00,1,0
32.500,0,0.00,0.00,7079232,0.00,217822.50,2,0
33.000,118920465,3600196.98,3605643.15,0,0.00,0.00,1,0
33.500,0,0.00,0.00,7297294,1282051.29,217830.19,2,0
34.001,122525232,3615074.88,3605565.32,0,0.00,0.00,1,0
