time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,15663644,15645062.67,15733640.29,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,6744126,6015037.58,4496324.91,0.0008258517,2,0
2.000,31382557,15721966.21,15726313.34,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,11281553,7407407.25,4512769.18,0.0006853008,2,0
3.000,47099423,15786226.58,15723177.50,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,15819046,1099039.91,4519830.51,0.0006240135,2,0
4.000,62812195,15748576.70,15720598.56,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,20356552,11904761.81,4523760.52,0.0005859827,2,0
5.000,78531108,15610462.90,15720452.85,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,24892353,384666.41,4525948.67,0.0005669922,2,0
6.000,94241833,15678615.20,15718789.26,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,29422434,4109588.98,4526585.50,0.0005808079,2,0
7.000,109952558,15780141.85,15717676.05,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,33959286,544959.13,4527953.47,0.0005697603,2,0
8.000,125659189,15810612.49,15716165.24,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,38496780,1796407.17,4529076.15,0.0005618457,2,0
9.000,141365820,15783792.12,15715153.83,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,43034270,430107.52,4529962.02,0.0005544296,2,0
10.000,157068357,15711105.99,15713936.45,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,47571772,544959.13,4530679.64,0.0005476350,2,0
11.000,172774988,15571276.44,15713205.98,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,52109277,9734513.39,4531273.08,0.0005409840,2,0
12.000,188483666,15661820.96,15712848.38,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,56644435,3333333.22,4531584.48,0.0005360637,2,0
13.000,204188250,15852241.93,15712262.40,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,61181926,3389830.43,4532021.96,0.0005327215,2,0
14.000,219892834,15726797.78,15711665.70,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,65719416,1840490.81,4532398.72,0.0005287480,2,0
15.000,235597418,15774061.80,15711215.48,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,70256917,1904761.91,4532727.23,0.0005245909,2,0
16.000,251306096,15911387.48,15711005.34,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,74786733,6521739.20,4532551.64,0.0005286862,2,0
17.000,267016821,15682218.65,15710982.93,0,0.00,0.00,0.00,1,0
17.500,0,0.00,0.00,79323870,277008.31,4532812.94,0.0005270020,2,0
18.000,282721405,15637891.51,15710658.76,0,0.00,0.00,0.00,1,0
18.500,0,0.00,0.00,83861369,6097560.79,4533067.03,0.0005251971,2,0
19.000,298434177,15726797.79,15710729.94,0,0.00,0.00,0.00,1,0
19.500,0,0.00,0.00,88398862,4918032.55,4533294.05,0.0005230145,2,0
20.000,314138761,15673813.17,15710473.83,0,0.00,0.00,0.00,1,0
20.500,0,0.00,0.00,92936352,278551.53,4533498.11,0.0005205193,2,0
21.000,329843345,15830175.54,15710200.86,0,0.00,0.00,0.00,1,0
21.500,0,0.00,0.00,97473858,6072874.43,4533684.82,0.0005175608,2,0
22.000,345547929,15789879.67,15709964.68,0,0.00,0.00,0.00,1,0
22.500,0,0.00,0.00,102011010,2314814.81,4533839.14,0.0005147387,2,0
23.000,361260701,15672613.12,15710004.00,0,0.00,0.00,0.00,1,0
23.500,0,0.00,0.00,106548237,380228.14,4533982.96,0.0005129137,2,0
24.000,376965285,15652240.40,15709788.93,0,0.00,0.00,0.00,1,0
