time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,15790558,15897794.31,15862114.06,0,0.00,0.00,1,0
1.500,0,0.00,0.00,276476,63411.54,184325.19,2,0
2.000,31652761,15809391.42,15861684.17,0,0.00,0.00,1,0
2.500,0,0.00,0.00,463866,177304.97,185551.48,2,0
3.000,47504729,15862068.92,15858599.56,0,0.00,0.00,1,0
3.500,0,0.00,0.00,651399,215517.24,186117.70,2,0
4.000,63352603,15946093.29,15855984.61,0,0.00,0.00,1,0
4.500,0,0.00,0.00,839187,72676.24,186488.93,2,0
5.000,79200477,15839975.26,15854497.59,0,0.00,0.00,1,0
5.500,0,0.00,0.00,1026708,130890.05,186676.58,2,0
6.000,95048351,15927482.09,15853405.25,0,0.00,0.00,1,0
6.500,0,0.00,0.00,1214054,67750.68,186779.39,2,0
7.000,110896225,15876832.35,15852468.01,0,0.00,0.00,1,0
7.500,0,0.00,0.00,1401742,102884.31,186900.64,2,0
8.000,126742052,15844879.66,15851819.90,0,0.00,0.00,1,0
8.500,0,0.00,0.00,1587688,384615.42,186788.38,2,0
9.000,142589926,15844879.60,15851222.15,0,0.00,0.00,1,0
9.500,0,0.00,0.00,1775120,176991.14,186856.12,2,0
10.000,158437800,15933680.99,15850841.15,0,0.00,0.00,1,0
10.500,0,0.00,0.00,1962861,177304.97,186940.32,2,0
11.000,174285674,15814276.90,15850576.78,0,0.00,0.00,1,0
11.500,0,0.00,0.00,2150103,215982.71,186966.62,2,0
12.000,190133548,15852241.93,15850479.44,0,0.00,0.00,1,0
12.500,0,0.00,0.00,2337593,85178.87,187008.48,2,0
13.000,205981422,15879295.63,15850254.83,0,0.00,0.00,1,0
13.500,0,0.00,0.00,2525036,130378.10,187040.66,2,0
14.000,221829296,15937402.68,15850081.29,0,0.00,0.00,1,0
14.500,0,0.00,0.00,2712571,67750.68,187074.60,2,0
15.000,237679217,15820387.98,15850016.98,0,0.00,0.00,1,0
15.500,0,0.00,0.00,2900253,352112.68,187113.95,2,0
16.000,253527091,15843653.29,15849908.52,0,0.00,0.00,1,0
16.500,0,0.00,0.00,3087806,85106.38,187140.44,2,0
17.000,269374965,15894091.16,15849751.68,0,0.00,0.00,1,0
17.500,0,0.00,0.00,3275321,150150.15,187161.92,2,0
18.000,285220792,15819165.39,15849560.18,0,0.00,0.00,1,0
18.500,0,0.00,0.00,3461545,130039.01,187111.24,2,0
19.000,301066619,15869447.23,15849414.55,0,0.00,0.00,1,0
19.500,0,0.00,0.00,3648847,114416.48,187120.98,2,0
20.000,316914493,15932440.84,15849265.23,0,0.00,0.00,1,0
20.500,0,0.00,0.00,3836274,275508.27,187135.96,2,0
21.000,332760320,15916336.20,15849125.80,0,0.00,0.00,1,0
21.500,0,0.00,0.00,4023859,129533.68,187156.84,2,0
22.000,348606147,15808170.54,15848987.10,0,0.00,0.00,1,0
22.500,0,0.00,0.00,4211233,78495.06,187166.41,2,0
23.000,364454021,15786226.55,15848954.51,0,0.00,0.00,1,0
23.500,0,0.00,0.00,4398694,628930.81,187179.02,2,0
24.000,380299848,15943609.30,15848839.82,0,0.00,0.00,1,0
24.500,0,0.00,0.00,4586394,115079.36,187200.23,2,0
25.000,396147722,15863298.20,15848749.75,0,0.00,0.00,1,0
25.500,0,0.00,0.00,4773895,215069.71,187212.08,2,0
26.000,411993549,15851014.42,15848673.29,0,0.00,0.00,1,0
26.500,0,0.00,0.00,4961344,275508.27,187221.01,2,0
27.000,427841423,15793534.40,15848630.03,0,0.00,0.00,1,0
27.500,0,0.00,0.00,5149016,386100.40,187237.41,2,0
28.000,443689297,15833849.04,15848613.51,0,0.00,0.00,1,0
28.500,0,0.00,0.00,5334888,130208.33,187189.48,2,0
29.000,459535124,15842427.05,15848527.01,0,0.00,0.00,1,0
29.500,0,0.00,0.00,5522117,85470.08,187190.79,2,0
30.000,475385045,15769201.13,15848523.15,0,0.00,0.00,1,0
30.500,0,0.00,0.00,5709665,384615.42,187202.56,2,0
31.000,491232919,15794753.14,15848532.88,0,0.00,0.00,1,0
31.500,0,0.00,0.00,5897041,176678.44,187208.07,2,0
32.000,507080793,15907677.99,15848520.31,0,0.00,0.00,1,0
32.500,0,0.00,0.00,6084485,216919.74,187215.33,2,0
33.000,522928667,15910150.79,15848489.33,0,0.00,0.00,1,0
33.500,0,0.00,0.00,6272199,1234567.79,187230.22,2,0
34.000,538776541,15873138.96,15848443.72,0,0.00,0.00,1,0
34.500,0,0.00,0.00,6459586,78492.94,187234.76,2,0
35.000,554622368,15886689.92,15848407.40,0,0.00,0.00,1,0
35.500,0,0.00,0.00,6646823,150829.56,187234.80,2,0
36.000,570470242,15881759.61,15848395.17,0,0.00,0.00,1,0
36.500,0,0.00,0.00,6834463,149925.04,187245.91,2,0
37.000,586318116,15906441.88,15848387.04,0,0.00,0.00,1,0
37.500,0,0.00,0.00,7021999,387596.90,187253.65,2,0
38.000,602165990,15827769.74,15848347.64,0,0.00,0.00,1,0
38.500,0,0.00,0.00,7208123,63371.36,187224.28,2,0
39.000,618011817,15897794.37,15848311.81,0,0.00,0.00,1,0
39.500,0,0.00,0.00,7392367,149932.79,187148.84,2,0
40.000,633859691,15879295.63,15848273.06,0,0.00,0.00,1,0
40.500,0,0.00,0.00,7579651,176991.14,187152.20,2,0
41.000,649705518,15798410.14,15848242.68,0,0.00,0.00,1,0
41.500,0,0.00,0.00,7767063,129870.12,187158.45,2,0
42.000,665553392,15907677.99,15848226.66,0,0.00,0.00,1,0
42.500,0,0.00,0.00,7954554,383192.42,187166.29,2,0
43.000,681401266,15741310.32,15848208.57,0,0.00,0.00,1,0
43.500,0,0.00,0.00,8142060,130890.05,187174.08,2,0
44.000,697249140,15811833.75,15848203.36,0,0.00,0.00,1,0
