combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,rx_packets,rx_packet_rate_avg,rx_packet_rate,latencymean
2,for_0_a_1,128,xdpgeneric,0.0.0.255,60,44764609,645304.85,752349.46,-55.2
4,for_0_a_1,1500,xdpgeneric,0.0.0.255,60,12345439,13253.81,207487.02,0.0
8,for_0_a_1,128,xdpgeneric,0.0.0.255,60,40231675,628930.81,676164.99,-61.42
1,for_0_a_1,512,xdpgeneric,0.0.0.255,60,46767767,1274165.19,786013.87,0.01
8,for_0_a_800,256,xdpgeneric,0.0.0.255,60,9584465,0.0,161083.47,0.02
4,for_0_a_800,64,xdpgeneric,0.0.0.255,60,10874231,0.0,182760.27,-227.24
1,for_0_a_800,64,xdpgeneric,0.0.0.255,60,11369527,0.0,191084.65,-849.04
8,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,6058644,13078.79,101826.43,0.0
2,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,10571782,632911.39,177677.21,0.02
1,for_0_a_800,512,xdpgeneric,0.0.0.255,60,11248263,1249999.99,189046.67,-638.5
8,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,8821383,13250.3,148258.8,0.0
2,for_0_a_800,512,xdpgeneric,0.0.0.255,60,10633535,632911.39,178715.71,-232.38
4,for_0_a_800,128,xdpgeneric,0.0.0.255,60,10795266,0.0,181433.15,0.02
2,for_0_a_800,64,xdpgeneric,0.0.0.255,60,11128208,0.0,187028.75,-222.05
1,for_0_a_800,256,xdpgeneric,0.0.0.255,60,11310381,21677.87,190090.97,-634.99
1,for_0_a_800,128,xdpgeneric,0.0.0.255,60,11325332,0.0,190341.62,0.02
4,for_0_a_800,512,xdpgeneric,0.0.0.255,60,10750961,20321.07,180688.63,-229.84
2,for_0_a_800,256,xdpgeneric,0.0.0.255,60,11107053,0.0,186673.2,0.02
8,for_0_a_800,128,xdpgeneric,0.0.0.255,60,9633535,0.0,161908.41,0.02
8,for_0_a_800,64,xdpgeneric,0.0.0.255,60,9931498,16849.2,166916.06,-497.63
1,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,11062508,0.0,185924.73,0.02
2,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,10492559,0.0,176345.55,0.02
8,for_0_a_800,512,xdpgeneric,0.0.0.255,60,14622354,37202.38,245754.07,-169.0
2,for_0_a_800,128,xdpgeneric,0.0.0.255,60,11077769,73300.35,186181.09,0.02
4,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,12358516,59630.29,207707.12,0.0
4,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,17178844,649350.61,288720.4,0.01
1,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,10989966,0.0,184705.24,0.02
4,for_0_a_800,256,xdpgeneric,0.0.0.255,60,10426820,17161.49,175240.81,0.02
4,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
1,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
2,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,862669,0.0,14498.65,0.19
2,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,859565,0.0,14446.48,0.2
8,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,757101,0.0,12724.42,0.22
1,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
1,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
2,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,858353,0.0,14426.1,-2878.98
8,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,793167,636942.68,13330.6,0.21
8,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,781149,0.0,13128.6,0.21
8,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,802257,0.0,13483.36,-3080.3
4,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
1,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,859489,0.0,14445.19,0.2
2,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,861101,0.0,14472.29,0.19
4,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,857508,0.0,14411.91,-2881.82
8,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,798062,0.0,13412.85,0.21
4,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
8,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,782381,0.0,13149.28,0.22
4,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,858989,0.0,14436.8,0.19
1,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,864085,0.0,14522.45,-2859.74
2,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,861710,0.0,14482.55,0.2
2,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,860733,0.0,14466.1,0.19
1,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,0,0.0,0.0,0.0
4,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,861806,0.0,14484.14,0.2
1,for_0_a_100,64,xdpgeneric,0.0.0.255,60,51719345,1176470.58,869233.78,-282.21
2,for_0_a_100,256,xdpgeneric,0.0.0.255,60,43517675,277008.31,731390.83,0.01
4,for_0_a_100,128,xdpgeneric,0.0.0.255,60,40563609,632911.39,681742.13,-60.92
4,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,12351493,21691.97,207588.69,0.0
1,for_0_a_100,512,xdpgeneric,0.0.0.255,60,46267991,1724137.92,777614.17,-155.22
1,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,42306586,383141.76,711035.85,0.01
8,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,6050969,13431.83,101696.97,0.0
1,for_0_a_100,256,xdpgeneric,0.0.0.255,60,46901779,645304.85,788266.1,-153.13
1,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,44161238,277008.31,742208.82,0.01
8,for_0_a_100,128,xdpgeneric,0.0.0.255,60,38499287,653594.79,647047.57,-64.18
2,for_0_a_100,512,xdpgeneric,0.0.0.255,60,39878215,595238.11,670222.89,0.01
1,for_0_a_100,128,xdpgeneric,0.0.0.255,60,48130918,281690.14,808923.88,-51.34
4,for_0_a_100,64,xdpgeneric,0.0.0.255,60,44810060,389122.46,753111.13,-165.44
8,for_0_a_100,256,xdpgeneric,0.0.0.255,60,32980135,176056.34,554288.62,0.0
4,for_0_a_100,512,xdpgeneric,0.0.0.255,60,35355248,56274.62,594207.87,0.0
2,for_0_a_100,64,xdpgeneric,0.0.0.255,60,46850861,1265822.78,787410.41,-158.23
2,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,35719375,1819322.47,600326.37,0.0
4,for_0_a_100,256,xdpgeneric,0.0.0.255,60,38117011,297176.82,640622.82,0.01
2,for_0_a_100,128,xdpgeneric,0.0.0.255,60,44161792,216450.22,742216.74,-55.95
8,for_0_a_100,64,xdpgeneric,0.0.0.255,60,35173442,645161.3,591150.96,-210.76
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,17289088,17780.94,290573.18,0.0
4,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,17819546,392209.9,299489.28,0.0
2,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,24530184,24366.47,412273.62,0.0
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,8866170,27005.38,149011.4,0.0
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,8888319,24987.51,149383.69,0.0
1,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,27101693,45330.92,455490.87,-265.0
1,for_0_a_200,256,xdpgeneric,0.0.0.255,60,28377559,23207.24,476935.55,0.01
2,for_0_a_200,128,xdpgeneric,0.0.0.255,60,35017064,43299.42,588522.5,-70.56
2,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,33977655,1818181.5,571053.7,0.0
4,for_0_a_200,512,xdpgeneric,0.0.0.255,60,35274911,178359.1,592856.31,-70.05
8,for_0_a_200,64,xdpgeneric,0.0.0.255,60,22137804,649350.65,372064.39,-223.25
8,for_0_a_200,512,xdpgeneric,0.0.0.255,60,17282006,1265822.78,290454.67,0.0
1,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,29156384,29446.41,490023.74,0.0
4,for_0_a_200,64,xdpgeneric,0.0.0.255,60,31210408,47517.23,524547.03,-158.35
4,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,12351322,216919.74,207585.48,0.0
1,for_0_a_200,128,xdpgeneric,0.0.0.255,60,29139030,41963.91,489731.98,-246.47
4,for_0_a_200,256,xdpgeneric,0.0.0.255,60,30839291,387596.9,518308.03,0.01
1,for_0_a_200,64,xdpgeneric,0.0.0.255,60,29536708,2352941.2,496415.87,-494.15
8,for_0_a_200,128,xdpgeneric,0.0.0.255,60,21687221,1119402.98,364491.56,0.01
1,for_0_a_200,512,xdpgeneric,0.0.0.255,60,28042077,23764.26,471295.85,-128.05
2,for_0_a_200,64,xdpgeneric,0.0.0.255,60,30900425,69524.91,519336.72,-79.97
8,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,6054658,0.0,101758.95,0.0
4,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,17862084,24987.51,300203.3,0.0
2,for_0_a_200,512,xdpgeneric,0.0.0.255,60,29444428,386100.39,494866.29,-83.92
2,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,24521420,387596.9,412125.91,0.0
8,for_0_a_200,256,xdpgeneric,0.0.0.255,60,32158229,1250000.03,540476.03,0.01
2,for_0_a_200,256,xdpgeneric,0.0.0.255,60,35194390,30330.6,591502.84,0.01
4,for_0_a_200,128,xdpgeneric,0.0.0.255,60,33558373,632911.39,564006.94,-73.63
4,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,5996182,0.0,100776.24,0.03
1,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,6262783,25128.79,105256.96,-1541.37
1,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,6243553,12572.35,104933.78,0.03
2,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,6198444,0.0,104175.57,0.03
4,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,6040144,0.0,101514.99,-409.1
8,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,5510598,0.0,92615.09,0.03
2,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,6029774,11966.02,101340.92,0.03
1,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,6228772,0.0,104685.35,-1549.78
8,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,5003474,59630.29,84092.36,0.01
1,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,6154280,10672.36,103433.39,-1166.99
2,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,6168870,0.0,103678.54,0.03
8,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,8751006,46349.94,147076.2,0.0
8,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,5486471,0.0,92209.91,0.03
1,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,6255730,0.0,105138.33,-1148.07
2,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,6174278,0.0,103769.79,-400.22
4,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,6080528,23640.66,102193.83,0.03
4,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,5932661,23917.72,99708.58,0.03
4,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,6113032,0.0,102740.06,-808.48
4,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,5978548,0.0,100480.18,0.03
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,5359444,0.0,90074.78,0.03
8,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,5543156,0.0,93162.24,-891.6
1,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,6170371,649350.66,103704.04,0.03
2,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,5990590,0.0,100682.41,0.03
2,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,6046349,0.0,101619.32,0.03
