combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
8,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,63,1.518.103,1.013.689,206.470,8.224,270.258,0,0,0,0,0,0,0,0
4,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,62,994.974,997.758,203.469,7.329,266.200,19.637,0,0,0,0,0,0,0
2,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,63,979.822,1.000.457,203.766,7.663,267.074,20.510,0,0,0,0,0,0,0
4,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,64,2.082.002,1.991.214,375.517,9.558,554.823,38.729,0,0,0,0,0,0,0
1,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,0,63,1.025.645,1.000.915,203.774,8.193,267.026,0,0,0,0,0,0,0,0
8,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,0,63,1.762.947,1.007.533,204.947,8.082,269.279,0,0,0,0,0,0,0,0
8,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,0,63,1.831.322,1.026.949,208.657,7.917,274.358,0,0,0,0,0,0,0,0
1,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,64,988.761,1.016.470,206.899,7.509,270.875,0,0,0,0,0,0,0,0
4,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,0,64,1.025.203,1.039.545,211.759,7.885,277.798,0,0,0,0,0,0,0,0
2,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,0,64,1.006.773,1.037.058,211.277,8.109,276.865,21.996,0,0,0,0,0,0,0
4,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,0,65,1.020.747,1.049.791,212.817,8.076,280.160,20.149,0,0,0,0,0,0,0
2,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,64,990.893,1.006.910,204.871,7.845,268.713,21.901,0,0,0,0,0,0,0
1,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,0,63,1.022.238,1.024.821,208.703,7.934,273.626,0,0,0,0,0,0,0,0
2,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,0,64,998.759,1.019.362,207.262,8.130,271.835,19.467,0,0,0,0,0,0,0
1,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,0,65,1.006.045,1.027.229,209.119,8.219,274.114,21.570,0,0,0,0,0,0,0
4,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,63,1.008.380,1.020.248,207.712,7.828,272.459,20.479,0,0,0,0,0,0,0
1,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,64,961.808,1.034.333,210.822,7.677,276.326,18.847,0,0,0,0,0,0,0
1,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,0,64,996.719,1.033.222,210.517,7.842,276.019,28.575,0,0,0,0,0,0,0
8,for_0_a_1,512,xdpgeneric,0.0.0.255,60,1,0,65,1.618.149,1.046.867,212.346,7.682,278.527,0,0,0,0,0,0,0,0
1,for_0_a_200,256,xdpgeneric,0.0.0.255,60,1,0,65,999.931,1.021.515,207.673,7.896,272.528,0,0,0,0,0,0,0,0
1,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.016.901,1.024.367,208.835,8.325,273.567,34.764,0,0,0,0,0,0,0
4,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,0,64,993.393,1.024.929,208.806,7.811,273.858,25.167,0,0,0,0,0,0,0
4,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.182.852,1.021.305,207.827,7.677,272.326,25.384,0,0,0,0,0,0,0
8,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,0,64,1.834.609,1.038.194,211.381,7.912,277.102,0,0,0,0,0,0,0,0
2,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,0,63,996.163,1.023.846,208.267,7.896,273.361,22.841,0,0,0,0,0,0,0
1,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,0,63,1.023.215,1.007.260,204.799,7.694,268.866,0,0,0,0,0,0,0,0
1,for_0_a_1,512,xdpgeneric,0.0.0.255,60,1,0,64,1.135.218,1.014.475,206.667,8.113,270.545,0,0,0,0,0,0,0,0
1,for_0_a_800,64,xdpgeneric,0.0.0.255,60,1,0,64,1.009.742,1.035.234,210.238,8.042,276.441,28.535,0,0,0,0,0,0,0
8,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,0,64,1.643.933,1.019.938,207.795,7.674,272.386,0,0,0,0,0,0,0,0
4,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,0,63,1.024.337,1.006.529,204.008,7.767,268.377,21.849,0,0,0,0,0,0,0
8,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,0,64,1.763.551,1.013.624,205.956,8.176,270.883,0,0,0,0,0,0,0,0
1,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,0,65,1.003.987,1.030.432,209.619,8.176,275.135,20.422,0,0,0,0,0,0,0
4,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,0,63,1.008.123,1.002.911,204.423,7.783,267.690,18.297,0,0,0,0,0,0,0
8,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,1,63,1.719.444,1.118.089,223.904,7.486,302.971,0,0,0,0,0,0,0,0
8,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,0,65,1.779.557,1.032.690,210.103,7.701,275.949,0,0,0,0,0,0,0,0
1,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,0,64,994.532,1.033.598,209.749,7.808,275.742,10.140,0,0,0,0,0,0,0
1,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,0,64,979.535,1.033.507,209.449,7.936,274.610,25.124,0,0,0,0,0,0,0
2,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,0,64,997.286,1.031.379,209.561,8.001,275.370,19.825,0,0,0,0,0,0,0
8,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.691.649,1.032.344,210.617,7.632,275.824,0,0,0,0,0,0,0,0
4,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,0,64,984.701,1.002.500,204.161,7.698,267.489,20.119,0,0,0,0,0,0,0
4,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,0,65,1.339.182,1.039.342,211.847,7.882,277.699,0,0,0,0,0,0,0,0
2,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,0,64,995.404,1.020.258,208.327,7.709,272.299,22.448,0,0,0,0,0,0,0
8,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,0,64,1.803.969,1.003.631,204.649,8.025,267.846,0,0,0,0,0,0,0,0
2,for_0_a_1,128,xdpgeneric,0.0.0.255,60,1,0,64,989.164,1.015.765,206.949,7.864,270.866,22.298,0,0,0,0,0,0,0
2,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,0,63,1.001.457,1.009.842,205.183,8.061,269.294,21.375,0,0,0,0,0,0,0
2,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,0,64,998.520,1.017.492,206.606,7.887,271.535,20.534,0,0,0,0,0,0,0
4,for_0_a_1,1500,xdpgeneric,0.0.0.255,60,1,0,64,1.016.637,1.011.753,205.682,7.962,270.290,11.690,0,0,0,0,0,0,0
8,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,0,63,1.773.338,1.013.583,205.742,7.976,270.106,0,0,0,0,0,0,0,0
1,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,1,0,65,998.785,1.029.165,209.538,7.855,274.860,26.472,0,0,0,0,0,0,0
1,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,0,63,991.980,1.007.283,204.945,7.800,268.625,12.732,0,0,0,0,0,0,0
1,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,0,64,1.034.902,1.024.061,208.066,7.921,272.907,0,0,0,0,0,0,0,0
4,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.012.573,1.033.618,209.926,7.447,276.154,28.820,0,0,0,0,0,0,0
1,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,0,63,949.379,1.009.355,205.592,7.232,268.972,25.635,0,0,0,0,0,0,0
4,for_0_a_1,256,xdpgeneric,0.0.0.255,60,1,0,65,1.974.648,1.582.305,308.191,8.530,440.108,29.626,0,0,0,0,0,0,0
4,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,0,63,1.310.162,993.823,202.309,7.727,265.023,0,0,0,0,0,0,0,0
4,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,0,64,1.013.996,1.023.460,208.344,7.709,273.404,19.635,0,0,0,0,0,0,0
2,for_0_a_100,512,xdpgeneric,0.0.0.255,60,1,0,63,1.125.743,1.158.110,231.763,8.245,314.619,30.978,0,0,0,0,0,0,0
8,for_0_a_1,128,xdpgeneric,0.0.0.255,60,1,0,64,1.816.613,1.021.539,207.504,7.969,272.947,0,0,0,0,0,0,0,0
1,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,0,64,1.004.594,1.016.326,207.319,8.085,271.009,26.487,0,0,0,0,0,0,0
4,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,0,63,1.013.927,1.003.327,204.843,7.602,267.618,0,0,0,0,0,0,0,0
4,for_0_a_1,64,xdpgeneric,0.0.0.255,60,1,0,63,1.324.994,1.001.644,203.994,7.386,267.297,0,0,0,0,0,0,0,0
4,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,0,63,1.565.332,1.297.724,255.643,8.743,354.672,0,0,0,0,0,0,0,0
1,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,0,63,992.589,1.010.880,205.905,7.641,269.577,0,0,0,0,0,0,0,0
1,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,0,62,975.562,1.003.811,204.629,7.760,267.691,18.730,0,0,0,0,0,0,0
2,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,0,65,963.144,1.020.378,208.159,7.758,272.354,18.868,0,0,0,0,0,0,0
2,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,0,65,1.009.735,1.036.601,211.459,8.125,277.020,20.117,0,0,0,0,0,0,0
2,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,0,63,962.102,1.000.487,203.932,7.765,266.979,20.155,0,0,0,0,0,0,0
1,for_0_a_1,1500,xdpgeneric,0.0.0.255,60,1,0,64,991.462,1.018.452,207.017,7.874,271.554,17.069,0,0,0,0,0,0,0
2,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,0,62,1.187.884,1.013.463,205.894,7.709,270.130,0,0,0,0,0,0,0,0
1,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,0,63,997.482,1.021.157,207.409,8.045,271.759,0,0,0,0,0,0,0,0
1,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,0,63,977.778,1.002.671,204.454,7.620,267.579,11.378,0,0,0,0,0,0,0
4,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,0,65,976.546,1.024.587,209.043,7.903,273.367,30.983,0,0,0,0,0,0,0
1,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,0,63,998.551,1.014.928,206.018,7.889,270.981,26.128,0,0,0,0,0,0,0
