time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,4572998,4615974.38,4634702.76,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,1771741,641025.65,1181216.83,0.01,2,0
2.000,9197171,4609010.88,4629151.81,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,2971313,1754385.97,1188559.07,0.01,2,0
3.000,13815203,4630174.17,4625398.85,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,4170883,1282051.29,1191705.15,0.01,2,0
4.000,18429141,4616703.13,4622651.14,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,5370454,1273885.35,1193453.17,0.01,2,0
5.000,23043079,4600206.75,4620747.80,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,6570025,649350.66,1194565.57,0.01,2,0
6.000,27654970,4584341.13,4619210.21,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,7769597,1249999.99,1195335.59,0.01,2,0
7.000,32264814,4624003.25,4617918.06,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,8969167,1104972.40,1195900.35,0.01,2,0
8.000,36872611,4636466.59,4616709.42,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,10168739,1266099.18,1196332.31,0.01,2,0
9.000,41480408,4622750.16,4615716.16,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,11368311,1250000.07,1196673.26,0.01,2,0
10.000,46088205,4600516.91,4614986.74,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,12567882,1851851.94,1196949.26,0.01,2,0
11.000,50698049,4608803.33,4614447.44,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,13767453,1274165.19,1197177.25,0.01,2,0
12.000,55305846,4597933.51,4613932.46,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,14967024,1853035.18,1197368.75,0.01,2,0
13.000,59915690,4604138.55,4613507.37,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,16166594,1754385.97,1197531.81,0.01,2,0
