combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,rx_packets,rx_packet_rate_avg,rx_packet_rate,latencymean
4,for_0_a_100,128,xdpgeneric,0.0.0.255,60,40668629,1960784.29,683507.16,-60.76
4,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,12172778,22670.6,204585.01,0.0
1,for_0_a_100,512,xdpgeneric,0.0.0.255,60,47217100,359712.22,793567.27,0.01
1,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,42888666,645161.3,720818.86,0.01
8,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,6246831,15010.51,104989.07,0.0
1,for_0_a_100,256,xdpgeneric,0.0.0.255,60,47936328,427350.43,805653.59,0.01
1,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,45253737,629067.28,760567.86,0.01
8,for_0_a_100,128,xdpgeneric,0.0.0.255,60,38795619,1250000.03,652027.98,-63.69
2,for_0_a_100,512,xdpgeneric,0.0.0.255,60,39343032,1257861.63,661229.96,0.01
1,for_0_a_100,128,xdpgeneric,0.0.0.255,60,48755757,653594.79,819425.49,-50.68
4,for_0_a_100,64,xdpgeneric,0.0.0.255,60,44787302,1257861.65,752729.76,-165.52
8,for_0_a_100,256,xdpgeneric,0.0.0.255,60,34392386,636942.68,578025.7,0.0
4,for_0_a_100,512,xdpgeneric,0.0.0.255,60,34835630,48076.92,585473.4,0.0
2,for_0_a_100,64,xdpgeneric,0.0.0.255,60,48321970,1060070.67,812134.91,-153.42
2,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,35727197,150375.94,600457.78,0.0
4,for_0_a_100,256,xdpgeneric,0.0.0.255,60,38386208,1227253.49,645147.15,0.01
2,for_0_a_100,128,xdpgeneric,0.0.0.255,60,45629288,384615.38,766879.7,-54.15
8,for_0_a_100,64,xdpgeneric,0.0.0.255,60,34752755,106100.8,584080.47,-142.21
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,17846981,390625.0,299949.63,0.0
4,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,17559688,1408450.71,295121.2,0.0
2,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,24521927,33444.82,412133.61,0.0
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,9131065,386100.38,153463.46,0.0
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,9083262,20785.7,152660.04,0.0
1,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,35435261,1145038.15,595551.3,0.01
1,for_0_a_200,256,xdpgeneric,0.0.0.255,60,40056391,1234567.87,673218.47,0.01
2,for_0_a_200,128,xdpgeneric,0.0.0.255,60,44207678,45787.55,742987.89,-55.89
2,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,35715534,1190476.21,600263.7,0.0
4,for_0_a_200,512,xdpgeneric,0.0.0.255,60,34851699,78740.16,585743.42,0.0
8,for_0_a_200,64,xdpgeneric,0.0.0.255,60,27247974,18093.0,457949.39,-272.07
8,for_0_a_200,512,xdpgeneric,0.0.0.255,60,17846460,53022.27,299941.46,-138.47
1,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,35385622,1829652.92,594717.07,0.01
4,for_0_a_200,64,xdpgeneric,0.0.0.255,60,42525287,38624.95,714711.84,-116.22
4,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,12174294,45787.55,204610.17,0.0
1,for_0_a_200,128,xdpgeneric,0.0.0.255,60,39893895,33456.39,670486.24,-61.94
4,for_0_a_200,256,xdpgeneric,0.0.0.255,60,37983420,103199.17,638377.49,0.01
1,for_0_a_200,64,xdpgeneric,0.0.0.255,60,35090019,55509.83,589748.91,-140.84
8,for_0_a_200,128,xdpgeneric,0.0.0.255,60,21970129,39761.43,369247.23,0.01
1,for_0_a_200,512,xdpgeneric,0.0.0.255,60,39540452,606060.61,664548.01,-62.49
2,for_0_a_200,64,xdpgeneric,0.0.0.255,60,32170949,1111111.11,540688.85,-153.62
8,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,6250787,14617.75,105055.65,0.0
4,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,17623278,649350.66,296189.9,0.0
2,for_0_a_200,512,xdpgeneric,0.0.0.255,60,37303416,306122.45,626950.47,0.01
2,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,24521083,27019.72,412119.5,0.0
8,for_0_a_200,256,xdpgeneric,0.0.0.255,60,32423569,1162790.7,544934.62,0.01
2,for_0_a_200,256,xdpgeneric,0.0.0.255,60,43890540,1273885.35,737656.99,0.01
4,for_0_a_200,128,xdpgeneric,0.0.0.255,60,40648054,1282051.29,683163.66,-60.79
4,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,7505892,0.0,126149.53,0.02
1,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,7941165,0.0,133464.92,-622.36
1,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,7919669,0.0,133103.62,0.02
2,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,7840397,0.0,131771.5,0.02
4,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,7611573,0.0,127926.09,0.02
8,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,5786361,1851851.94,97249.89,0.03
2,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,7555986,0.0,126991.35,0.02
1,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,7891456,0.0,132629.61,-313.12
8,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,5493396,53191.49,92326.35,0.01
1,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,7761701,0.0,130448.88,0.02
2,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,7839617,55432.37,131758.4,0.02
8,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,9102694,31308.7,152986.93,0.0
8,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,5676406,629067.26,95401.9,0.03
1,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,7905889,0.0,132872.15,0.02
2,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,7869097,0.0,132253.91,-314.02
4,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,7693742,0.0,129306.87,0.03
4,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,7534757,0.0,126634.62,0.03
4,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,7776257,0.0,130693.85,-635.56
4,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,10519824,52466.37,176803.94,0.01
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,6157084,578034.68,103480.54,-401.33
8,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,5863417,0.0,98544.94,-421.43
1,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,7754709,0.0,130331.74,0.02
2,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,7419756,0.0,124702.25,0.02
2,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,7604333,0.0,127803.92,-324.95
