time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,4579139,4688716.84,4641108.05,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,1769528,1132075.45,1179738.85,0.00,2,0
2.000,9211500,4610256.53,4636545.19,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,2969100,1234567.96,1187672.10,0.00,2,0
3.000,13839767,4615870.30,4633548.04,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,4168672,1840490.88,1191071.88,0.00,2,0
4.000,18461893,4617119.66,4630715.74,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,5368243,1257861.63,1192960.65,0.00,2,0
5.000,23079925,4607454.76,4628151.22,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,6567812,641025.60,1194162.31,0.00,2,0
6.000,27695910,4615870.30,4626297.35,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,7761833,1176470.60,1194140.41,0.00,2,0
7.000,32309848,4616703.13,4624443.82,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,8961405,1140684.39,1194864.47,0.00,2,0
8.000,36923786,4609529.81,4623096.45,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,10160973,1273885.35,1195418.17,0.00,2,0
9.000,41535677,4600516.91,4621900.62,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,11360543,645304.85,1195855.18,0.00,2,0
10.000,46147568,4604552.82,4621010.90,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,12560115,632911.39,1196209.13,0.00,2,0
11.000,50761506,4608803.33,4620324.50,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,13759685,1257861.63,1196501.40,0.00,2,0
12.000,55375444,4617015.52,4619742.11,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,14959257,1369862.99,1196747.06,0.00,2,0
13.000,59987335,4607039.97,4619193.75,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,16158828,636942.68,1196956.26,0.00,2,0
14.000,64601273,4590509.51,4618723.98,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,17358399,386100.38,1197136.49,0.00,2,0
15.000,69211117,4597726.97,4618247.93,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,18557971,636942.68,1197293.69,0.00,2,0
16.000,73823008,4605277.96,4617820.42,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,19757543,3510896.51,1197431.76,0.00,2,0
17.000,78434899,4606210.62,4617481.43,0,0.00,0.00,0.00,1,0
17.500,0,0.00,0.00,20957116,1234830.79,1197554.05,0.00,2,0
18.000,83046790,4599069.85,4617124.51,0,0.00,0.00,0.00,1,0
18.500,0,0.00,0.00,22156685,1785714.32,1197663.04,0.00,2,0
19.000,87656634,4600000.00,4616759.73,0,0.00,0.00,0.00,1,0
19.500,0,0.00,0.00,23356255,636942.68,1197760.83,0.00,2,0
20.000,92266478,4607143.66,4616440.48,0,0.00,0.00,0.00,1,0
20.500,0,0.00,0.00,24555828,3389830.43,1197849.23,0.00,2,0
21.000,96876322,4599793.27,4616090.10,0,0.00,0.00,0.00,1,0
21.500,0,0.00,0.00,25755399,637082.60,1197929.26,0.00,2,0
22.000,101486166,4597107.44,4615847.52,0,0.00,0.00,0.00,1,0
22.500,0,0.00,0.00,26954969,632911.39,1198002.23,0.00,2,0
23.000,106096010,4597313.93,4615563.48,0,0.00,0.00,0.00,1,0
23.500,0,0.00,0.00,28154542,1818181.88,1198069.07,0.00,2,0
24.000,110705854,4591642.18,4615303.73,0,0.00,0.00,0.00,1,0
24.500,0,0.00,0.00,29354113,1176470.60,1198130.36,0.00,2,0
25.000,115315698,4605588.80,4615068.14,0,0.00,0.00,0.00,1,0
25.500,0,0.00,0.00,30553685,1242236.00,1198186.88,0.00,2,0
26.000,119923495,4590715.41,4614828.34,0,0.00,0.00,0.00,1,0
26.500,0,0.00,0.00,31753256,1212374.53,1198239.13,0.00,2,0
27.000,124531292,4599483.20,4614550.43,0,0.00,0.00,0.00,1,0
27.500,0,0.00,0.00,32952827,1249999.99,1198287.56,0.00,2,0
28.000,129139089,4604138.55,4614286.06,0,0.00,0.00,0.00,1,0
