time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,15708678,15714724.40,15802253.73,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,4145612,8235294.19,2763877.89,0.00,2,0
2.000,31503330,15777709.26,15797685.71,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,6947553,1694915.22,2779103.51,0.00,2,0
3.000,47291841,15676213.81,15795066.65,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,9742437,5714285.82,2783612.52,0.00,2,0
4.000,63080352,15825280.25,15793046.94,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,12546501,757575.74,2788156.33,0.00,2,0
5.000,78866816,15821610.76,15791732.96,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,15351618,186573.17,2791238.17,0.00,2,0
6.000,94651233,15743731.73,15790481.16,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,18152958,8451730.44,2792793.95,0.00,2,0
7.000,110433603,15771631.10,15789321.28,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,20957021,3703703.66,2794297.01,0.00,2,0
8.000,126213926,15684621.87,15788355.63,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,23762369,72727.27,2795593.55,0.00,2,0
9.000,141992202,15763129.52,15787292.83,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,26568017,7317073.45,2796655.27,0.00,2,0
10.000,157772525,15851014.42,15786581.44,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,29374025,1764705.90,2797545.72,0.00,2,0
11.000,173552848,15747365.18,15786022.02,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,32179926,1858736.08,2798272.22,0.00,2,0
12.000,189337265,15691835.95,15785867.59,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,34986495,1205069.54,2798936.12,0.00,2,0
13.000,205117588,15660622.77,15785316.51,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,37767378,632911.39,2797598.71,0.00,2,0
14.000,220893817,15748576.70,15784705.64,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,40572285,1031111.07,2798102.83,0.00,2,0
15.000,236672093,15889156.25,15784370.91,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,43376525,4663212.58,2798498.66,0.00,2,0
16.000,252454463,15778925.46,15784157.50,0,0.00,0.00,0.00,1,0
16.500,0,0.00,0.00,46179977,2941176.60,2798799.05,0.00,2,0
17.000,268230692,15813055.24,15783754.52,0,0.00,0.00,0.00,1,0
17.500,0,0.00,0.00,48982133,3322259.14,2798990.79,0.00,2,0
18.000,284008968,15763129.52,15783381.49,0,0.00,0.00,0.00,1,0
18.500,0,0.00,0.00,51783688,6557376.74,2799129.48,0.00,2,0
