time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,latencymean,core,port
1.000,16013681,15944851.23,16061807.96,0,0.00,0.00,0.00,1,0
1.500,0,0.00,0.00,6878260,9473684.35,4585736.32,0.0072002414,2,0
2.000,32072396,15967238.69,16059954.53,0,0.00,0.00,0.00,1,0
2.500,0,0.00,0.00,11529563,8571428.50,4611963.85,0.0071777091,2,0
3.000,48127017,16248610.89,16057999.40,0,0.00,0.00,0.00,1,0
3.500,0,0.00,0.00,16187164,3468208.13,4625002.58,0.0071652872,2,0
4.000,64191873,15951063.66,16060078.67,0,0.00,0.00,0.00,1,0
4.500,0,0.00,0.00,20800564,1242236.03,4622423.27,0.0071734231,2,0
5.000,80254682,15934921.37,16060456.33,0,0.00,0.00,0.00,1,0
5.500,0,0.00,0.00,25433589,12400227.96,4624351.46,0.0071731085,2,0
6.000,96313397,16071288.38,16060161.79,0,0.00,0.00,0.00,1,0
6.500,0,0.00,0.00,30076523,5884740.21,4627210.48,0.0071705655,2,0
7.000,112378253,16046092.34,16060885.49,0,0.00,0.00,0.00,1,0
7.500,0,0.00,0.00,34726664,4712041.86,4630267.96,0.0071673380,2,0
8.000,128432874,15944851.23,16060189.54,0,0.00,0.00,0.00,1,0
8.500,0,0.00,0.00,39365713,7894736.78,4631301.32,0.0071667204,2,0
9.000,144481354,16096563.66,16058668.46,0,0.00,0.00,0.00,1,0
9.500,0,0.00,0.00,43997117,625000.00,4631312.00,0.0071675643,2,0
10.000,160533928,16027247.10,16058182.46,0,0.00,0.00,0.00,1,0
10.500,0,0.00,0.00,48638553,4109588.98,4632276.01,0.0071666952,2,0
11.000,176582408,16082652.42,16057295.18,0,0.00,0.00,0.00,1,0
11.500,0,0.00,0.00,53268022,384666.40,4632031.53,0.0071676228,2,0
12.000,192643170,15954793.45,16057641.19,0,0.00,0.00,0.00,1,0
12.500,0,0.00,0.00,57912433,1744186.05,4633021.90,0.0071665575,2,0
13.000,208710073,15967238.69,16058236.52,0,0.00,0.00,0.00,1,0
13.500,0,0.00,0.00,62556071,6666666.70,4633808.81,0.0071657587,2,0
14.000,224764694,16147353.47,16057982.91,0,0.00,0.00,0.00,1,0
14.500,0,0.00,0.00,67174617,5633802.86,4632756.24,0.0071677018,2,0
15.000,240825456,16023483.37,16058179.68,0,0.00,0.00,0.00,1,0
15.500,0,0.00,0.00,71826134,8333333.30,4633966.40,0.0071661588,2,0
