time,txpackets,txpacketrateavg,txpacketrate,rxpackets,rxpacketrateavg,rxpacketrate,core,port
1.000,16034151,16088972.73,16082791.63,0,0.00,0.00,1,0
1.500,0,0.00,0.00,1041602,25730.09,694454.57,2,0
2.000,32121524,16197183.10,16084568.45,0,0.00,0.00,1,0
2.500,0,0.00,0.00,1743936,10495626.85,697616.13,2,0
3.000,48206850,16044834.61,16084805.70,0,0.00,0.00,1,0
3.500,0,0.00,0.00,2445953,12896.57,698867.42,2,0
4.000,64292176,16167759.27,16084972.58,0,0.00,0.00,1,0
4.500,0,0.00,0.00,3146497,12730.74,699233.09,2,0
5.000,80377502,16039805.68,16085151.30,0,0.00,0.00,1,0
5.500,0,0.00,0.00,3844226,25461.49,698960.86,2,0
6.000,96460781,16234435.72,16084822.92,0,0.00,0.00,1,0
6.500,0,0.00,0.00,4544785,8139534.88,699213.91,2,0
7.000,112548154,16107963.49,16085128.02,0,0.00,0.00,1,0
7.500,0,0.00,0.00,5245317,64350.06,699387.21,2,0
8.000,128631433,16038548.92,16084862.69,0,0.00,0.00,1,0
8.500,0,0.00,0.00,5945857,12570.76,699520.94,2,0
9.000,144714712,16031012.61,16084683.34,0,0.00,0.00,1,0
9.500,0,0.00,0.00,6646081,13222.27,699598.34,2,0
10.000,160797991,16105428.80,16084667.66,0,0.00,0.00,1,0
10.500,0,0.00,0.00,7346113,12569.13,699635.09,2,0
11.000,176879223,16058680.47,16084229.23,0,0.00,0.00,1,0
11.500,0,0.00,0.00,8046279,91276.57,699682.33,2,0
12.000,192964549,16020975.18,16084335.05,0,0.00,0.00,1,0
12.500,0,0.00,0.00,8746436,52226.37,699720.74,2,0
13.000,209047828,16148627.33,16084250.46,0,0.00,0.00,1,0
13.500,0,0.00,0.00,9446657,12904.89,699759.03,2,0
14.000,225133154,16144806.36,16084432.62,0,0.00,0.00,1,0
14.500,0,0.00,0.00,10146947,39195.19,699796.51,2,0
15.000,241220527,15907677.95,16084571.51,0,0.00,0.00,1,0
15.500,0,0.00,0.00,10845516,4830917.76,699717.50,2,0
16.000,257299712,16162652.98,16084266.84,0,0.00,0.00,1,0
16.500,0,0.00,0.00,11546433,12572.29,699787.96,2,0
17.000,273378897,16160101.05,16083981.12,0,0.00,0.00,1,0
17.500,0,0.00,0.00,12247047,85585.40,699837.07,2,0
18.000,289464223,16003439.93,16083974.57,0,0.00,0.00,1,0
18.500,0,0.00,0.00,12947777,12383.95,699885.48,2,0
19.000,305551596,16014708.18,16084155.58,0,0.00,0.00,1,0
19.500,0,0.00,0.00,13648113,9333333.00,699908.64,2,0
20.000,321636922,16146079.83,16084270.76,0,0.00,0.00,1,0
20.500,0,0.00,0.00,14347842,26130.13,699897.42,2,0
21.000,337718154,16012202.75,16084120.06,0,0.00,0.00,1,0
21.500,0,0.00,0.00,15048013,1818181.88,699912.48,2,0
22.000,353803480,16066242.84,16084207.16,0,0.00,0.00,1,0
22.500,0,0.00,0.00,15748226,25786.49,699925.47,2,0
23.000,369884712,16138442.13,16084015.39,0,0.00,0.00,1,0
23.500,0,0.00,0.00,16448386,25793.14,699934.04,2,0
24.000,385965944,16083916.08,16083930.04,0,0.00,0.00,1,0
24.500,0,0.00,0.00,17148547,37683.71,699944.86,2,0
25.000,402047176,16210009.52,16083831.26,0,0.00,0.00,1,0
25.500,0,0.00,0.00,17848898,25799.79,699959.79,2,0
26.000,418134549,16073812.33,16083928.11,0,0.00,0.00,1,0
26.500,0,0.00,0.00,18548098,25451.77,699931.67,2,0
27.000,434219875,16087708.27,16084014.56,0,0.00,0.00,1,0
27.500,0,0.00,0.00,19248260,51533.11,699940.35,2,0
28.000,450307248,16163929.24,16084132.90,0,0.00,0.00,1,0
28.500,0,0.00,0.00,19948484,50742.10,699949.17,2,0
29.000,466394621,16110498.97,16084258.96,0,0.00,0.00,1,0
29.500,0,0.00,0.00,20648705,12532.95,699957.84,2,0
30.000,482477900,16167759.27,16084226.87,0,0.00,0.00,1,0
30.500,0,0.00,0.00,21348867,38679.73,699966.02,2,0
31.000,498561179,16121918.56,16084158.19,0,0.00,0.00,1,0
31.500,0,0.00,0.00,22049217,12743.72,699978.04,2,0
32.000,514644458,16106696.04,16084172.51,0,0.00,0.00,1,0
32.500,0,0.00,0.00,22749506,25799.79,699987.20,2,0
33.000,530729784,16135897.84,16084205.02,0,0.00,0.00,1,0
33.500,0,0.00,0.00,23451968,9887005.43,700061.83,2,0
34.000,546817157,16132082.90,16084290.80,0,0.00,0.00,1,0
34.500,0,0.00,0.00,24153729,12899.90,700110.74,2,0
35.000,562904530,16068765.21,16084348.73,0,0.00,0.00,1,0
35.500,0,0.00,0.00,24855425,12732.37,700155.04,2,0
36.000,578987809,16083916.08,16084331.30,0,0.00,0.00,1,0
36.500,0,0.00,0.00,25554177,12855.12,700116.50,2,0
37.000,595075182,16085179.95,16084390.98,0,0.00,0.00,1,0
37.500,0,0.00,0.00,26254722,25786.49,700127.36,2,0
38.000,611160508,16102894.90,16084445.76,0,0.00,0.00,1,0
38.500,0,0.00,0.00,26955239,5883270.74,700138.80,2,0
39.000,627247881,16106696.04,16084516.04,0,0.00,0.00,1,0
39.500,0,0.00,0.00,27656644,50232.32,700169.99,2,0
40.000,643327066,16020975.18,16084374.20,0,0.00,0.00,1,0
40.500,0,0.00,0.00,28356611,38669.76,700165.84,2,0
41.000,659414439,16118110.23,16084438.76,0,0.00,0.00,1,0
41.500,0,0.00,0.00,29056386,12737.23,700155.42,2,0
42.000,675497718,16118110.23,16084447.16,0,0.00,0.00,1,0
42.500,0,0.00,0.00,29756290,13239.77,700149.42,2,0
43.000,691585091,16138442.13,16084515.40,0,0.00,0.00,1,0
43.500,0,0.00,0.00,30456284,641025.60,700146.87,2,0
44.000,707670417,16004691.16,16084508.59,0,0.00,0.00,1,0
44.500,0,0.00,0.00,31156228,37207.15,700141.85,2,0
45.000,723757790,16120648.92,16084566.97,0,0.00,0.00,1,0
